Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,2017 Avg,2018 Avg,FC Proj,My Proj,Exp.,Used,Con.,Value,Actual Score,Actual Val
Wendell Smallwood,RB,PHI,@ TB,22,24.75,4500,0,7.1,5.0,,0.00,0.00,100,,0,0,1.50,0.3
Dare Ogunbowale,RB,TB,vs PHI,17,21.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Shelton Gibson,WR,PHI,@ TB,32,24.75,4500,1.5,4,2.1,0.0,2.48,2.48,100,,0,0.6,0.00,
Greg Ward Jr.,WR,PHI,@ TB,32,24.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Bobo Wilson,WR,TB,vs PHI,29,21.75,4500,0,5.6,3.0,,0.00,0.00,100,,0,0,,
Rashard Davis,WR,PHI,@ TB,32,24.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Josh Adams,RB,PHI,@ TB,22,24.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Justin Watson,WR,TB,vs PHI,29,21.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Shaun Wilson,RB,TB,vs PHI,17,21.75,4500,1.4,1.4,,0.6,1.39,1.39,100,,0,0.3,0.90,0.2
Texans,DST,HOU,@ TEN,32,19.00,4500,0.9,17.1,5.1,8.0,7.38,7.38,100,,14,1.6,2.00,0.4
David Fluellen,RB,TEN,vs HOU,21,19.00,4500,0,1.1,0.5,,0.00,0.00,100,,0,0,,
Sammie Coates,WR,HOU,@ TEN,17,22.00,4500,0,9.5,2.0,0.0,0.00,0.00,100,,0,0,,
Darius Jennings,WR,TEN,vs HOU,31,19.00,4500,0,1.2,,6.0,0.00,0.00,100,,87,0,,
Tyler Ervin,RB,HOU,@ TEN,25,22.00,4500,0.3,4,2.3,1.7,1.76,1.76,100,,0,0.4,0.00,
Tajae Sharpe,WR,TEN,vs HOU,31,19.00,4500,0,10.1,,2.2,3.15,3.15,100,,10,0.7,1.90,0.4
Taywan Taylor,WR,TEN,vs HOU,31,19.00,4500,1.4,9.4,2.4,0.0,4.55,4.55,100,,0,1,10.70,2.4
Anthony Firkser,TE,TEN,vs HOU,1,19.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Buddy Howell,RB,HOU,@ TEN,25,22.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Keke Coutee,WR,HOU,@ TEN,17,22.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Vyncint Smith,WR,HOU,@ TEN,17,22.00,4500,0,0,,0.0,0.00,0.00,100,,0,0,,
Jester Weah,WR,HOU,@ TEN,17,22.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Cameron Batson,WR,TEN,vs HOU,31,19.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Dalyn Dawkins,RB,TEN,vs HOU,21,19.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Vernon Davis,TE,WAS,vs IND,20,27.00,4500,0,10,6.3,1.4,3.24,3.24,100,,12,0.7,1.20,0.3
Kapri Bibbs,RB,WAS,vs IND,15,27.00,4500,0,8.1,11.2,,0.00,0.00,100,,0,0,,
Marcus Johnson,WR,IND,@ WAS,22,21.00,4500,0,1.4,0.8,,0.00,0.00,100,,0,0,,
Rob Kelley,RB,WAS,vs IND,15,27.00,4500,0,13.5,5.9,0.7,3.00,3.00,100,,9,0.7,0.10,0
Maurice Harris,WR,WAS,vs IND,16,27.00,4500,0,5.1,3.6,,0.00,0.00,100,,0,0,,
Zach Pascal,WR,IND,@ WAS,22,21.00,4500,0,0,,2.3,0.00,0.00,100,,0,0,0.00,
Samaje Perine,RB,WAS,vs IND,15,27.00,4500,0,7.7,7.5,,0.00,0.00,100,,32,0,,
Jeremy McNichols,RB,IND,@ WAS,11,21.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Jehu Chesson,WR,WAS,vs IND,16,27.00,4500,0,1.1,0.9,,0.00,0.00,100,,22,0,0.00,
Steve Ishmael,WR,IND,@ WAS,22,21.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Simmie Cobbs,WR,WAS,vs IND,16,27.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Darvin Kidsy,WR,WAS,vs IND,16,27.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Trey Quinn,WR,WAS,vs IND,16,27.00,4500,0,0,,0.0,0.00,0.00,100,,0,0,,
Cam Sims,WR,WAS,vs IND,16,27.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Derrick Coleman,RB,ARI,@ LAR,18,15.75,4500,0,4.5,,,0.00,0.00,100,,0,0,0.10,0
Pharoh Cooper,WR,LAR,vs ARI,11,27.75,4500,0,2.7,1.0,0.0,0.00,0.00,100,,0,0,,
Michael Thomas,WR,LAR,vs ARI,11,27.75,4500,0,3.6,2.4,,0.00,0.00,100,,0,0,,
T.J. Logan,RB,ARI,@ LAR,18,15.75,4500,0,0,,,0.00,0.00,100,,0,0,0.00,
Chad Williams,WR,ARI,@ LAR,25,15.75,4500,2.3,5,1.6,0.0,3.36,3.36,100,,15,0.7,0.00,
Justin Davis,RB,LAR,vs ARI,8,27.75,4500,0,0,0.1,,0.00,0.00,100,,0,0,,
Josh Reynolds,WR,LAR,vs ARI,11,27.75,4500,0,5.4,2.7,,0.00,0.00,100,,0,0,,
Gerald Everett,TE,LAR,vs ARI,19,27.75,4500,0,7.8,3.2,,2.89,2.89,100,,0,0.6,2.20,0.5
Trent Sherfield,WR,ARI,@ LAR,25,15.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Jalen Tolliver,WR,ARI,@ LAR,25,15.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Khadarel Hodge,WR,LAR,vs ARI,11,27.75,4500,0,0,,,0.00,0.00,100,,0,0,,
John Kelly,RB,LAR,vs ARI,8,27.75,4500,2.3,2.3,,,2.28,2.28,100,,0,0.5,,
Steven Mitchell,WR,LAR,vs ARI,11,27.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Kyle Juszczyk,RB,SF,vs DET,2,27.25,4500,4.5,4.5,,6.1,4.48,4.48,100,,0,1,2.80,0.6
Luke Willson,TE,DET,@ SF,12,21.25,4500,0,10.7,3.6,0.0,3.52,3.52,100,,0,0.8,1.80,0.4
Bradley Marquez,WR,DET,@ SF,20,21.25,4500,0,2.1,,,0.00,0.00,100,,0,0,,
Raheem Mostert,RB,SF,vs DET,2,27.25,4500,0,1.2,0.3,,0.00,0.00,100,,0,0,,
TJ Jones,WR,DET,@ SF,20,21.25,4500,0,7,4.8,1.1,1.74,1.74,100,,0,0.4,,
Donnel Pumphrey,RB,DET,@ SF,4,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Trent Taylor,WR,SF,vs DET,6,27.25,4500,1.7,9.9,5.0,4.8,4.96,4.96,100,,34,1.1,0.00,
Kendrick Bourne,WR,SF,vs DET,6,27.25,4500,0,4.7,3.4,0.0,0.00,0.00,100,,0,0,6.90,1.5
Nick Bellore,RB,DET,@ SF,4,21.25,4500,0,0,0.0,,0.00,0.00,100,,0,0,,
Chris Lacy,WR,DET,@ SF,20,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Brandon Powell,WR,DET,@ SF,20,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Steven Dunbar,WR,SF,vs DET,6,27.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Richie James,WR,SF,vs DET,6,27.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Dante Pettis,WR,SF,vs DET,6,27.25,4500,7.4,7.4,,13.1,7.40,7.40,100,,0,1.6,4.00,0.9
Jeff Wilson,RB,SF,vs DET,2,27.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Dwayne Harris,WR,OAK,@ DEN,21,19.50,4500,0,6.5,0.0,0.0,0.00,0.00,100,,0,0,,
Broncos,DST,DEN,vs OAK,28,19.50,4500,2,16.5,6.8,12.0,7.76,7.76,100,,33,1.7,4.00,0.9
Seth Roberts,WR,OAK,@ DEN,21,19.50,4500,0,11.4,4.6,1.6,4.50,4.50,100,,13,1,11.80,2.6
DeAndre Washington,RB,OAK,@ DEN,1,19.50,4500,0,7.5,4.5,,0.00,0.00,100,,0,0,,
Andy Janovich,RB,DEN,vs OAK,24,25.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Keith Smith,RB,OAK,@ DEN,1,19.50,4500,0,0,,,0.00,0.00,100,,0,0,2.20,0.5
Isaiah McKenzie,WR,DEN,vs OAK,9,25.50,4500,0,1.8,0.1,,0.00,0.00,100,,0,0,,
Tim Patrick,WR,DEN,vs OAK,9,25.50,4500,0,0,,0.0,0.00,0.00,100,,0,0,3.10,0.7
Keon Hatcher,WR,OAK,@ DEN,21,19.50,4500,0,0,,,0.00,0.00,100,,0,0,,
DaeSean Hamilton,WR,DEN,vs OAK,9,25.50,4500,0,0,,,0.00,0.00,100,,0,0,,
David Williams,RB,DEN,vs OAK,24,25.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Marcell Ateman,WR,OAK,@ DEN,21,19.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Saeed Blacknall,WR,OAK,@ DEN,21,19.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Ryan Yurachek,RB,OAK,@ DEN,1,19.50,4500,0,0,,,0.00,0.00,100,,0,0,,
James Develin,RB,NE,@ JAC,20,23.50,4500,0,2.4,1.2,4.2,0.00,0.00,100,,16,0,0.00,
Tommy Bohanon,RB,JAC,vs NE,13,21.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Matt Slater,WR,NE,@ JAC,26,23.50,4500,0,1.1,,,0.00,0.00,100,,0,0,,
Rashad Greene,WR,JAC,vs NE,10,21.50,4500,0,5.4,,,0.00,0.00,100,,0,0,,
Brandon Wilds,RB,JAC,vs NE,13,21.50,4500,0,2.3,,,0.00,0.00,100,,21,0,0.40,0.1
Jaydon Mickens,WR,JAC,vs NE,10,21.50,4500,0,8.4,2.1,0.0,0.00,0.00,100,,0,0,0.00,
Jace Billingsley,WR,NE,@ JAC,26,23.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Riley McCarron,WR,NE,@ JAC,26,23.50,4500,0,0,,-2.0,0.00,0.00,100,,0,0,,
Chad Hansen,WR,NE,@ JAC,26,23.50,4500,0,2.7,2.3,,0.00,0.00,100,,22,0,,
D.J. Chark,WR,JAC,vs NE,10,21.50,4500,0,0,,,0.00,0.00,100,,0,0,-0.20,
Allen Lazard,WR,JAC,vs NE,10,21.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Ralph Webb,RB,NE,@ JAC,20,23.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Cody Latimer,WR,NYG,@ DAL,8,19.50,4500,0,5.4,4.7,0.0,0.00,0.00,100,,0,0,5.10,1.1
Jamize Olawale,RB,DAL,vs NYG,29,22.50,4500,0,0.8,,,0.00,0.00,100,,38,0,,
Russell Shepard,WR,NYG,@ DAL,8,19.50,4500,0,5.4,2.8,,0.00,0.00,100,,0,0,0.00,
Tavon Austin,WR,DAL,vs NYG,3,22.50,4500,0,9.3,2.6,0.1,0.00,0.00,100,,7,0,16.40,3.6
Dres Anderson,WR,DAL,vs NYG,3,22.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Kaelin Clay,WR,NYG,@ DAL,8,19.50,4500,0,3.8,1.6,-2.0,0.00,0.00,100,,0,0,0.00,
Jhurell Pressley,RB,NYG,@ DAL,16,19.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Alonzo Russell,WR,NYG,@ DAL,8,19.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Lance Lenoir,WR,DAL,vs NYG,3,22.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Jordan Chunn,RB,DAL,vs NYG,29,22.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Bo Scarbrough,RB,DAL,vs NYG,29,22.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Jawill Davis,WR,NYG,@ DAL,8,19.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Robert Martin,RB,NYG,@ DAL,16,19.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Benny Cunningham,RB,CHI,vs SEA,3,23.25,4500,0,5.9,3.6,0.0,0.00,0.00,100,,5,0,,
Jaron Brown,WR,SEA,@ CHI,14,19.25,4500,0,10,5.8,1.2,3.85,3.85,100,,2,0.9,5.10,1.1
Josh Bellamy,WR,CHI,vs SEA,1,23.25,4500,0,5.9,6.2,,0.00,0.00,100,,9,0,1.10,0.2
Kevin White,WR,CHI,vs SEA,1,23.25,4500,0,6.3,1.6,,2.25,2.25,100,,56,0.5,,
Mike Davis,RB,SEA,@ CHI,12,19.25,4500,0,5.1,7.4,,0.00,0.00,100,,13,0,0.70,0.2
Marcus Lucas,WR,SEA,@ CHI,14,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Michael Burton,RB,CHI,vs SEA,3,23.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Tre Madden,RB,SEA,@ CHI,12,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
J.D. McKissic,RB,SEA,@ CHI,12,19.25,4500,0,6.5,6.7,,0.00,0.00,100,,23,0,,
Keenan Reynolds,WR,SEA,@ CHI,14,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Tanner Gentry,WR,CHI,vs SEA,1,23.25,4500,0,2.3,1.3,,0.00,0.00,100,,0,0,,
Taquan Mizzell,RB,CHI,vs SEA,3,23.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Cyril Grayson,WR,SEA,@ CHI,14,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
David Moore,WR,SEA,@ CHI,14,19.25,4500,0,0,,0.0,0.00,0.00,100,,0,0,,
Marvin Bracy,WR,SEA,@ CHI,14,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Javon Wims,WR,CHI,vs SEA,1,23.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Ryan Nall,RB,CHI,vs SEA,3,23.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Lavon Coleman,RB,SEA,@ CHI,12,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Khalid Hill,RB,SEA,@ CHI,12,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Caleb Scott,WR,SEA,@ CHI,14,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Malik Turner,WR,SEA,@ CHI,14,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Blake Jackson,WR,CLE,@ NO,18,20.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Josh Smith,WR,NO,vs CLE,12,29.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Reece Fountain,WR,IND,@ WAS,22,21.00,4500,0,0,,,0.00,0.00,100,,0,0,,
River Cracraft,WR,DEN,vs OAK,9,25.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Nick Boyle,TE,BAL,@ CIN,15,22.25,4400,2.2,6.2,2.4,5.5,3.84,3.84,100,,38,0.9,3.60,0.8
Logan Thomas,TE,BUF,vs LAC,14,17.25,4400,0,4.2,2.9,2.9,0.00,0.00,100,,7,0,1.20,0.3
Chargers,DST,LAC,@ BUF,16,17.25,4400,3.7,19,10.3,-3.0,9.80,9.80,100,,13,2.2,10.00,2.3
Vikings,DST,MIN,@ GB,4,21.25,4400,0.4,16.6,7.2,18.0,6.88,6.88,100,,23,1.6,3.00,0.7
Seth DeValve,TE,CLE,@ NO,3,20.75,4400,0,3.9,3.8,,0.00,0.00,100,,30,0,,
Neal Sterling,TE,NYJ,vs MIA,7,23.00,4400,0,7,2.8,4.2,2.45,2.45,100,,6,0.6,,
AJ Derby,TE,MIA,@ NYJ,30,20.00,4400,0,7.4,4.1,,1.37,1.37,100,,0,0.3,8.40,1.9
Jordan Leggett,TE,NYJ,vs MIA,7,23.00,4400,1.6,1.6,,,1.63,1.63,100,,0,0.4,,
Eagles,DST,PHI,@ TB,26,21.75,4400,0.5,18.8,10.6,10.0,7.80,7.80,100,,23,1.8,6.00,1.4
Erik Swoope,TE,IND,@ WAS,29,21.00,4400,0,6,,1.8,1.30,1.30,100,,31,0.3,,
Jermaine Gresham,TE,ARI,@ LAR,21,15.75,4400,0,6,4.3,,0.00,0.00,100,,15,0,,
Jeff Heuerman,TE,DEN,vs OAK,18,25.50,4400,0.2,8.2,3.1,2.0,3.41,3.41,100,,0,0.8,2.00,0.5
Dwayne Allen,TE,NE,@ JAC,8,23.50,4400,0,10,1.6,,1.57,1.57,100,,0,0.4,,
Ed Dickson,TE,SEA,@ CHI,32,19.25,4400,0,5.3,4.4,,0.00,0.00,100,,0,0,,
Bengals,DST,CIN,vs BAL,10,22.25,4300,2.5,14,6.4,10.0,7.07,7.07,100,,32,1.6,10.00,2.3
C.J. Uzomah,TE,CIN,vs BAL,13,21.25,4300,0,4.1,2.2,0.9,0.00,0.00,100,,21,0,6.00,1.4
Maxx Williams,TE,BAL,@ CIN,15,22.25,4300,0,4.7,2.3,4.7,0.00,0.00,100,,9,0,5.30,1.2
Virgil Green,TE,LAC,@ BUF,4,24.25,4300,0,6.9,2.9,3.1,2.67,2.67,100,,10,0.6,7.00,1.6
Lance Kendricks,TE,GB,vs MIN,9,21.25,4300,0,7.5,3.2,1.8,1.81,1.81,100,,7,0.4,0.90,0.2
Darren Fells,TE,CLE,@ NO,3,20.75,4300,0,5.9,3.2,1.7,0.00,0.00,100,,0,0,2.50,0.6
Levine Toilolo,TE,DET,@ SF,12,21.25,4300,0,4.5,2.6,1.2,0.00,0.00,100,,0,0,,
Jaguars,DST,JAC,vs NE,3,23.50,4300,0,17.7,12.2,13.0,6.74,6.74,100,,3,1.6,5.00,1.2
David Morgan,TE,MIN,@ GB,10,23.25,4200,0,5.2,2.6,1.4,1.79,1.79,100,,0,0.4,2.90,0.7
Demetrius Harris,TE,KC,@ PIT,28,24.00,4200,0,6.5,2.9,,2.34,2.34,100,,0,0.6,,
Xavier Grimble,TE,PIT,vs KC,2,28.00,4200,0,4.4,1.5,,0.00,0.00,100,,0,0,,
Jonnu Smith,TE,TEN,vs HOU,1,19.00,4200,2.9,10.1,2.7,1.7,5.75,5.75,100,,0,1.4,,
Tyler Higbee,TE,LAR,vs ARI,19,27.75,4200,0.8,7.8,3.3,,3.59,3.59,100,,0,0.9,6.80,1.6
Michael Roberts,TE,DET,@ SF,12,21.25,4200,0,1.7,1.3,,0.00,0.00,100,,15,0,8.00,1.9
Niles Paul,TE,JAC,vs NE,25,21.50,4200,0,6,1.5,0.0,0.00,0.00,100,,0,0,2.70,0.6
Patriots,DST,NE,@ JAC,30,21.50,4200,2.7,15.2,7.3,8.0,7.65,7.65,100,,36,1.8,3.00,0.7
Stephen Anderson,TE,NE,@ JAC,8,23.50,4200,0,5.3,3.8,,0.00,0.00,100,,0,0,,
Dion Sims,TE,CHI,vs SEA,22,23.25,4200,0,5.7,2.6,1.9,0.00,0.00,100,,0,0,,
Bears,DST,CHI,vs SEA,13,19.25,4200,0.3,15.1,9.1,14.0,6.22,6.22,100,,9,1.5,17.00,4
Logan Paulsen,TE,ATL,vs CAR,23,24.25,4100,0,2.7,0.0,,0.00,0.00,100,,0,0,1.50,0.4
Panthers,DST,CAR,@ ATL,24,24.25,4100,0,17.7,8.2,12.0,6.85,6.85,100,,17,1.7,1.00,0.2
Chris Manhertz,TE,CAR,@ ATL,11,19.25,4100,0,0.9,0.9,,0.00,0.00,100,,45,0,,
Tyler Conklin,TE,MIN,@ GB,10,23.25,4100,0,0,,1.1,0.00,0.00,100,,0,0,,
Josh Hill,TE,NO,vs CLE,6,29.75,4100,0,8.1,3.4,2.0,2.29,2.29,100,,0,0.6,1.00,0.2
Lions,DST,DET,@ SF,21,27.25,4100,1.2,14.9,9.8,8.0,6.68,6.68,100,,25,1.6,5.00,1.2
Derek Carrier,TE,OAK,@ DEN,24,19.50,4100,0,4.8,1.2,3.0,1.75,1.75,100,,5,0.4,1.00,0.2
Rhett Ellison,TE,NYG,@ DAL,27,19.50,4100,0,4.1,4.0,2.1,0.00,0.00,100,,0,0,1.50,0.4
Nick Vannett,TE,SEA,@ CHI,32,19.25,4100,0.9,7.6,3.1,1.6,3.55,3.55,100,,0,0.9,3.80,0.9
Darren Waller,TE,BAL,@ CIN,15,22.25,4000,0,3.8,,,0.00,0.00,100,,4,0,,
Mason Schreck,TE,CIN,vs BAL,13,21.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Mark Andrews,TE,BAL,@ CIN,15,22.25,4000,0,0,,4.6,0.00,0.00,100,,0,0,9.20,2.3
Jordan Franks,TE,CIN,vs BAL,13,21.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Jason Vander Laan,TE,CAR,@ ATL,11,19.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Alex Gray,TE,ATL,vs CAR,23,24.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Eric Saubert,TE,ATL,vs CAR,23,24.25,4000,0,0,,0.0,0.00,0.00,100,,0,0,,
Jaeden Graham,TE,ATL,vs CAR,23,24.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Ian Thomas,TE,CAR,@ ATL,11,19.25,4000,5.6,5.6,,1.4,5.62,5.62,100,,0,1.4,2.00,0.5
Khari Lee,TE,BUF,vs LAC,14,17.25,4000,0,0.8,,,0.00,0.00,100,,0,0,,
Thomas Duarte,TE,LAC,@ BUF,4,24.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Jason Croom,TE,BUF,vs LAC,14,17.25,4000,0,0,,2.8,0.00,0.00,100,,0,0,1.70,0.4
Sean Culkin,TE,LAC,@ BUF,4,24.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Cole Hikutini,TE,MIN,@ GB,10,23.25,4000,0,0.3,1.3,,0.00,0.00,100,,0,0,,
Browns,DST,CLE,@ NO,6,29.75,4000,0.2,12.7,4.8,16.0,5.17,5.17,100,,7,1.3,7.00,1.8
Saints,DST,NO,vs CLE,19,20.75,4000,1,16.5,8.8,-4.0,7.17,7.17,100,,0,1.8,6.00,1.5
Orson Charles,TE,CLE,@ NO,3,20.75,4000,0,2.4,2.1,,0.00,0.00,100,,24,0,,
Garrett Griffin,TE,NO,vs CLE,6,29.75,4000,0,0.6,0.5,,0.00,0.00,100,,0,0,,
Devon Cajuste,TE,CLE,@ NO,3,20.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Julian Allen,TE,CLE,@ NO,3,20.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Deon Yelder,TE,NO,vs CLE,6,29.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Pharoah McKever,TE,CLE,@ NO,3,20.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Gavin Escobar,TE,MIA,@ NYJ,30,20.00,4000,0,6.9,,,0.00,0.00,100,,0,0,,
Durham Smythe,TE,MIA,@ NYJ,30,20.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Chris Herndon,TE,NYJ,vs MIA,7,23.00,4000,0,0,,,0.00,0.00,100,,0,0,4.00,1
Alex Ellis,TE,KC,@ PIT,28,24.00,4000,0,1.2,,,0.00,0.00,100,,11,0,,
Bucky Hodges,TE,PIT,vs KC,2,28.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Christian Scotland-Williamson,TE,PIT,vs KC,2,28.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Alan Cross,TE,TB,vs PHI,5,21.75,4000,0,2.4,1.7,0.0,0.00,0.00,100,,0,0,,
Joshua Perkins,TE,PHI,@ TB,16,24.75,4000,0,6.9,,,0.00,0.00,100,,0,0,7.70,1.9
Billy Brown,TE,PHI,@ TB,16,24.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Antony Auclair,TE,TB,vs PHI,5,21.75,4000,0,0.2,1.8,,0.00,0.00,100,,0,0,,
Dallas Goedert,TE,PHI,@ TB,16,24.75,4000,4.1,4.1,,0.9,4.07,4.07,100,,0,1,,
Tanner Hudson,TE,TB,vs PHI,5,21.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Luke Stocker,TE,TEN,vs HOU,1,19.00,4000,0.5,6.7,2.8,4.7,2.98,2.98,100,,0,0.7,2.50,0.6
Titans,DST,TEN,vs HOU,17,22.00,4000,3.3,14.3,6.1,11.0,7.65,7.65,100,,20,1.9,7.00,1.8
Matt Lengel,TE,HOU,@ TEN,17,22.00,4000,0,5.6,,,0.00,0.00,100,,0,0,,
Jerome Cunningham,TE,TEN,vs HOU,1,19.00,4000,0,1.2,,,0.00,0.00,100,,53,0,,
Jordan Akins,TE,HOU,@ TEN,17,22.00,4000,2.7,2.7,,2.1,2.71,2.71,100,,0,0.7,3.10,0.8
Jordan Thomas,TE,HOU,@ TEN,17,22.00,4000,0,0,,3.2,0.00,0.00,100,,0,0,0.00,
Ryan Hewitt,TE,IND,@ WAS,29,21.00,4000,0,0.8,1.6,,0.00,0.00,100,,0,0,0.00,
J.P. Holtz,TE,WAS,vs IND,20,27.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Jeremy Sprinkle,TE,WAS,vs IND,20,27.00,4000,0,4.8,2.8,,0.00,0.00,100,,0,0,,
Matt Flanagan,TE,WAS,vs IND,20,27.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Gabe Holmes,TE,ARI,@ LAR,21,15.75,4000,0,0,0.0,,0.00,0.00,100,,0,0,,
Henry Krieger-Coble,TE,LAR,vs ARI,19,27.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Temarrick Hemingway,TE,LAR,vs ARI,19,27.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Johnny Mundt,TE,LAR,vs ARI,19,27.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Andrew Vollert,TE,ARI,@ LAR,21,15.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Hakeem Valles,TE,DET,@ SF,12,21.25,4000,1,2.3,,1.0,1.51,1.51,100,,0,0.4,,
Cole Wick,TE,SF,vs DET,26,27.25,4000,0,1.1,,,0.00,0.00,100,,22,0,,
Ross Dwelley,TE,SF,vs DET,26,27.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Lee Smith,TE,OAK,@ DEN,24,19.50,4000,0,2.7,1.9,,0.00,0.00,100,,5,0,,
Brian Parker,TE,DEN,vs OAK,18,25.50,4000,0,0.9,,,0.00,0.00,100,,0,0,,
Matt LaCosse,TE,DEN,vs OAK,18,25.50,4000,0,0,0.0,0.0,0.00,0.00,100,,0,0,,
Paul Butler,TE,OAK,@ DEN,24,19.50,4000,0,0,,,0.00,0.00,100,,0,0,,
James O'Shaughnessy,TE,JAC,vs NE,25,21.50,4000,0,3.9,2.0,0.0,0.00,0.00,100,,0,0,2.20,0.6
Jacob Hollister,TE,NE,@ JAC,8,23.50,4000,0,1.2,0.7,,0.00,0.00,100,,0,0,5.00,1.3
David Grinnage,TE,JAC,vs NE,25,21.50,4000,0,0,,,0.00,0.00,100,,0,0,,
Geoff Swaim,TE,DAL,vs NYG,31,22.50,4000,2.7,5.9,1.8,3.3,3.95,3.95,100,,24,1,,
Scott Simonson,TE,NYG,@ DAL,27,19.50,4000,0,0,,,0.00,0.00,100,,0,0,,
Blake Jarwin,TE,DAL,vs NYG,31,22.50,4000,0,0,,0.0,0.00,0.00,100,,0,0,,
Shane Smith,RB,NYG,@ DAL,16,19.50,4000,0,0,,,0.00,0.00,100,,0,0,,
Dalton Schultz,TE,DAL,vs NYG,31,22.50,4000,0,0,,,0.00,0.00,100,,0,0,,
Garrett Dickerson,RB,NYG,@ DAL,16,19.50,4000,0,0,,,0.00,0.00,100,,0,0,,
Daniel Brown,TE,CHI,vs SEA,22,23.25,4000,0,3.9,2.4,,0.00,0.00,100,,16,0,,
Kyle Carter,TE,SEA,@ CHI,32,19.25,4000,0,0,,,0.00,0.00,100,,0,0,,
