Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,2017 Avg,2018 Avg,FC Proj,My Proj,Exp.,Used,Con.,Value,Actual Score,Actual Val
Maurice Harris,WR,WAS,vs CAR,17,21.75,4500,0.2,8.7,3.6,6.2,3.60,3.60,100,,0,0.8,3.40,0.8
Mose Frazier,WR,CAR,@ WAS,23,22.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Alex Armah,RB,CAR,@ WAS,21,22.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Samaje Perine,RB,WAS,vs CAR,16,21.75,4500,0,7.7,7.5,,0.00,0.00,100,,32,0,0.50,0.1
Jehu Chesson,WR,WAS,vs CAR,17,21.75,4500,0,1.1,0.9,0.0,0.00,0.00,100,,0,0,,
Reggie Bonnafon,RB,CAR,@ WAS,21,22.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Simmie Cobbs,WR,WAS,vs CAR,17,21.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Darvin Kidsy,WR,WAS,vs CAR,17,21.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Andy Janovich,RB,DEN,vs LAR,7,21.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Isaiah McKenzie,WR,DEN,vs LAR,27,21.50,4500,0,1.8,0.1,,0.00,0.00,100,,0,0,,
Jeremy McNichols,RB,DEN,vs LAR,7,21.50,4500,0,0,,0.4,0.00,0.00,100,,0,0,,
Tim Patrick,WR,DEN,vs LAR,27,21.50,4500,0,2,,1.4,0.00,0.00,100,,7,0,,
JoJo Natson Jr.,WR,LAR,@ DEN,29,28.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Justin Davis,RB,LAR,@ DEN,2,28.50,4500,0,0,0.1,,0.00,0.00,100,,0,0,,
Gerald Everett,TE,LAR,@ DEN,28,28.50,4500,0,7.3,3.2,2.2,2.80,2.80,100,,0,0.6,3.40,0.8
DaeSean Hamilton,WR,DEN,vs LAR,27,21.50,4500,0,7,,3.0,2.54,2.54,100,,0,0.6,0.00,
John Kelly,RB,LAR,@ DEN,2,28.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Steven Mitchell,WR,LAR,@ DEN,29,28.50,4500,0,0,,,0.00,0.00,100,,0,0,,
River Cracraft,WR,DEN,vs LAR,27,21.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Jamize Olawale,RB,DAL,vs JAC,32,18.25,4500,0,0.8,,,0.00,0.00,100,,38,0,0.80,0.2
Terrance Williams,WR,DAL,vs JAC,7,18.25,4500,0,8.3,5.3,1.4,0.00,0.00,100,,25,0,,
Tommy Bohanon,RB,JAC,@ DAL,29,21.25,4500,0,0.8,,0.5,0.00,0.00,100,,0,0,,
Rashad Greene,WR,JAC,@ DAL,13,21.25,4500,0,5.4,,,0.00,0.00,100,,0,0,,
Brandon Wilds,RB,JAC,@ DAL,29,21.25,4500,0,2,,0.5,0.00,0.00,100,,0,0,,
Jaydon Mickens,WR,JAC,@ DAL,13,21.25,4500,0,7.4,2.1,0.0,0.00,0.00,100,,0,0,0.00,
Rico Gathers,TE,DAL,vs JAC,3,18.25,4500,0,2.6,,1.2,0.00,0.00,100,,0,0,1.90,0.4
Lance Lenoir,WR,DAL,vs JAC,7,18.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Jordan Chunn,RB,DAL,vs JAC,32,18.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Bo Scarbrough,RB,JAC,@ DAL,29,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
David Williams,RB,JAC,@ DAL,29,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Allen Lazard,WR,JAC,@ DAL,13,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Nick Williams,WR,TEN,vs BAL,26,20.75,4500,0,4.4,2.3,0.0,0.00,0.00,100,,0,0,,
David Fluellen,RB,TEN,vs BAL,8,20.75,4500,0,1.1,0.5,,0.00,0.00,100,,0,0,,
Darius Jennings,WR,TEN,vs BAL,26,20.75,4500,0,5.4,,2.4,1.50,1.50,100,,35,0.3,0.00,
Chris Moore,WR,BAL,@ TEN,21,22.75,4500,0,7.1,4.2,2.1,2.40,2.40,100,,0,0.5,2.70,0.6
Tajae Sharpe,WR,TEN,vs BAL,26,20.75,4500,0,10.7,,4.0,4.10,4.10,100,,12,0.9,4.30,1
Kalif Raymond,WR,TEN,vs BAL,26,20.75,4500,0,1.4,-0.1,,0.00,0.00,100,,0,0,,
Tim White,WR,BAL,@ TEN,21,22.75,4500,0,1.4,,0.6,0.00,0.00,100,,0,0,,
Anthony Firkser,TE,TEN,vs BAL,19,20.75,4500,0,0,,,0.00,0.00,100,,0,0,3.50,0.8
Patrick Ricard,RB,BAL,@ TEN,28,22.75,4500,0,0,0.0,,0.00,0.00,100,,0,0,,
Jordan Lasley,WR,BAL,@ TEN,21,22.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Janarion Grant,WR,BAL,@ TEN,21,22.75,4500,0,0,,0.0,0.00,0.00,100,,0,0,,
Hayden Hurst,TE,BAL,@ TEN,29,22.75,4500,4.3,4.3,,1.2,4.27,4.27,100,,0,0.9,0.00,
De'Lance Turner,RB,BAL,@ TEN,28,22.75,4500,0,0.5,,1.6,0.00,0.00,100,,0,0,,
Gus Edwards,RB,BAL,@ TEN,28,22.75,4500,0,0,,,0.00,0.00,100,,0,0,4.20,0.9
Christopher Ezeala,RB,BAL,@ TEN,28,22.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Cameron Batson,WR,TEN,vs BAL,26,20.75,4500,0,0,,,0.00,0.00,100,,0,0,0.00,
Dalyn Dawkins,RB,TEN,vs BAL,8,20.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Anthony Sherman,RB,KC,@ NE,5,28.25,4500,0,3.3,,4.7,0.00,0.00,100,,0,0,0.30,0.1
Damien Williams,RB,KC,@ NE,5,28.25,4500,0,6,5.0,0.8,0.00,0.00,100,,0,0,0.10,0
De'Anthony Thomas,WR,KC,@ NE,4,28.25,4500,0,4.8,2.4,2.2,0.00,0.00,100,,0,0,,
James Develin,RB,NE,vs KC,25,31.25,4500,0,2.3,1.2,1.1,0.00,0.00,100,,0,0,1.30,0.3
Matt Slater,WR,NE,vs KC,15,31.25,4500,0,1.1,,,0.00,0.00,100,,0,0,,
Kenjon Barner,RB,NE,vs KC,25,31.25,4500,0,3.9,1.2,1.1,0.00,0.00,100,,0,0,1.60,0.4
Chris Conley,WR,KC,@ NE,4,28.25,4500,3.6,11.4,4.6,4.7,6.73,6.73,100,,31,1.5,2.40,0.5
Riley McCarron,WR,NE,vs KC,15,31.25,4500,0,0,,-2.0,0.00,0.00,100,,0,0,,
Gehrig Dieter,WR,KC,@ NE,4,28.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Marcus Kemp,WR,KC,@ NE,4,28.25,4500,0,0,,1.2,0.00,0.00,100,,0,0,,
Josh Crockett,WR,KC,@ NE,4,28.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Darrel Williams,RB,KC,@ NE,5,28.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Ralph Webb,RB,NE,vs KC,25,31.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Marcedes Lewis,TE,GB,vs SF,22,27.50,4500,0,6.8,4.5,0.0,0.00,0.00,100,,0,0,,
Garrett Celek,TE,SF,@ GB,10,18.50,4500,0,6.3,5.2,3.5,0.00,0.00,100,,13,0,,
Joe Kerridge,RB,GB,vs SF,10,27.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Joel Bouagnon,RB,GB,vs SF,10,27.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Trent Taylor,WR,SF,@ GB,30,18.50,4500,3.4,13.4,5.0,5.3,7.39,7.39,100,,22,1.6,,
Victor Bolden Jr.,WR,SF,@ GB,30,18.50,4500,0.9,2.1,0.0,1.5,1.35,1.35,100,,0,0.3,,
Kendrick Bourne,WR,SF,@ GB,30,18.50,4500,0.9,9.4,3.4,5.3,4.32,4.32,100,,15,1,2.70,0.6
Robert Tonyan,TE,GB,vs SF,22,27.50,4500,0,0,,,0.00,0.00,100,,0,0,,
J'Mon Moore,WR,GB,vs SF,3,27.50,4500,0,0,,,0.00,0.00,100,,0,0,1.50,0.3
Steven Dunbar,WR,SF,@ GB,30,18.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Richie James,WR,SF,@ GB,30,18.50,4500,0,0,,1.2,0.00,0.00,100,,0,0,0.00,
Jeff Wilson,RB,SF,@ GB,14,18.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Rhett Ellison,TE,NYG,vs PHI,7,22.25,4400,0,4.4,4.0,4.8,0.00,0.00,100,,0,0,,
Seth DeValve,TE,CLE,vs LAC,4,24.00,4400,0,3.9,3.8,3.1,0.00,0.00,100,,30,0,,
Logan Thomas,TE,BUF,@ HOU,6,15.00,4400,0,4.2,2.9,2.1,0.00,0.00,100,,3,0,0.50,0.1
AJ Derby,TE,MIA,vs CHI,30,16.75,4400,0,5.9,4.1,5.3,0.00,0.00,100,,5,0,,
Mike Gesicki,TE,MIA,vs CHI,30,16.75,4400,2.8,6.3,,2.9,4.19,4.19,100,,52,1,1.60,0.4
Jermaine Gresham,TE,ARI,@ MIN,9,16.50,4400,0,7.2,4.3,1.5,1.21,1.21,100,,13,0.3,3.10,0.7
Jordan Leggett,TE,NYJ,vs IND,20,24.75,4400,0,8.1,,3.4,2.35,2.35,100,,0,0.5,,
Ian Thomas,TE,CAR,@ WAS,26,22.75,4400,1.9,5.6,,3.1,3.36,3.36,100,,52,0.8,,
Jeff Heuerman,TE,DEN,vs LAR,13,21.50,4400,2.2,9.7,3.1,3.2,5.19,5.19,100,,3,1.2,3.80,0.9
Geoff Swaim,TE,DAL,vs JAC,3,18.25,4400,4.3,12.3,1.8,7.2,7.47,7.47,100,,3,1.7,3.10,0.7
Nick Boyle,TE,BAL,@ TEN,29,22.75,4400,0.5,4.8,2.4,3.3,2.24,2.24,100,,35,0.5,1.70,0.4
Dwayne Allen,TE,NE,vs KC,5,31.25,4400,0,8.4,1.6,0.1,0.00,0.00,100,,0,0,,
Eagles,DST,PHI,@ NYG,23,22.25,4300,1.1,19.1,10.6,5.4,8.27,8.27,100,,22,1.9,10.00,2.3
Trey Edmunds,TE,PIT,@ CIN,8,24.25,4300,0,7.7,3.6,,0.00,0.00,100,,0,0,,
Darren Fells,TE,CLE,vs LAC,4,24.00,4300,0,6,3.2,4.2,0.00,0.00,100,,0,0,,
Virgil Green,TE,LAC,@ CLE,11,23.00,4300,0,7.1,2.9,4.2,2.79,2.79,100,,9,0.6,,
Chargers,DST,LAC,@ CLE,27,24.00,4300,2,17,10.3,4.8,8.01,8.01,100,,14,1.9,10.00,2.3
Dion Sims,TE,CHI,@ MIA,1,23.75,4300,0,5.7,2.6,1.9,0.00,0.00,100,,0,0,,
Maxx Williams,TE,BAL,@ TEN,29,22.75,4300,0,7.2,2.3,4.1,2.65,2.65,100,,14,0.6,,
Lance Kendricks,TE,GB,vs SF,22,27.50,4300,0,5.7,3.2,2.3,0.00,0.00,100,,5,0,4.70,1.1
Packers,DST,GB,vs SF,30,18.50,4300,3.2,18.7,5.9,8.4,9.44,9.44,100,,15,2.2,7.00,1.6
Xavier Grimble,TE,PIT,@ CIN,8,24.25,4200,0,4.2,1.5,0.7,0.00,0.00,100,,0,0,4.50,1.1
David Morgan,TE,MIN,vs ARI,24,26.50,4200,0,3.2,2.6,1.5,0.00,0.00,100,,0,0,,
Jets,DST,NYJ,vs IND,4,22.75,4200,3.8,16,4.5,10.0,8.68,8.68,100,,9,2.1,13.00,3.1
Tyler Higbee,TE,LAR,@ DEN,28,28.50,4200,0.4,7.4,3.3,3.7,3.15,3.15,100,,0,0.8,,
Jonnu Smith,TE,TEN,vs BAL,19,20.75,4200,0.7,7.7,2.7,0.8,3.46,3.46,100,,0,0.8,1.70,0.4
Demetrius Harris,TE,KC,@ NE,31,28.25,4200,0,6.5,2.9,5.2,2.00,2.00,100,,0,0.5,,
Stephen Anderson,TE,NE,vs KC,5,31.25,4200,0,5.3,3.8,,0.00,0.00,100,,0,0,,
Logan Paulsen,TE,ATL,vs TB,15,30.00,4100,0,3.5,0.0,3.8,0.00,0.00,100,,0,0,,
Tyler Conklin,TE,MIN,vs ARI,24,26.50,4100,0,0,,1.2,0.00,0.00,100,,0,0,,
Derek Carrier,TE,OAK,vs SEA,12,22.50,4100,0,3,1.2,1.3,0.00,0.00,100,,0,0,,
Chris Manhertz,TE,CAR,@ WAS,26,22.75,4100,0,0.9,0.9,,0.00,0.00,100,,45,0,0.70,0.2
Cowboys,DST,DAL,vs JAC,31,21.25,4100,3.5,16,7.2,5.8,8.48,8.48,100,,18,2.1,11.00,2.7
Scott Simonson,TE,NYG,vs PHI,7,22.25,4000,0.9,2.4,,0.6,1.50,1.50,100,,33,0.4,2.90,0.7
Joshua Perkins,TE,PHI,@ NYG,21,23.25,4000,0,6.2,,4.6,0.00,0.00,100,,2,0,,
Billy Brown,TE,PHI,@ NYG,21,23.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Alan Cross,TE,TB,@ ATL,17,27.00,4000,0,2.4,1.7,0.0,0.00,0.00,100,,0,0,,
Alex Gray,TE,ATL,vs TB,15,30.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Eric Saubert,TE,ATL,vs TB,15,30.00,4000,0,0.9,,0.7,0.00,0.00,100,,0,0,,
Antony Auclair,TE,TB,@ ATL,17,27.00,4000,0,0.3,1.8,1.3,0.00,0.00,100,,88,0,1.00,0.3
Jaeden Graham,TE,ATL,vs TB,15,30.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Tanner Hudson,TE,TB,@ ATL,17,27.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Matt Lengel,TE,CIN,vs PIT,32,25.25,4000,0,5.6,,,0.00,0.00,100,,0,0,,
Bucky Hodges,TE,PIT,@ CIN,8,24.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Mason Schreck,TE,CIN,vs PIT,32,25.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Jordan Franks,TE,CIN,vs PIT,32,25.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Christian Scotland-Williamson,TE,PIT,@ CIN,8,24.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Vince Mayle,TE,LAC,@ CLE,11,23.00,4000,0,3.8,1.6,,0.00,0.00,100,,0,0,,
Orson Charles,TE,CLE,vs LAC,4,24.00,4000,0,2.4,2.1,0.0,0.00,0.00,100,,0,0,1.30,0.3
Pharaoh Brown,TE,CLE,vs LAC,4,24.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Sean Culkin,TE,LAC,@ CLE,11,23.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Khari Lee,TE,BUF,@ HOU,6,15.00,4000,0,0.8,,1.0,0.00,0.00,100,,0,0,,
Jason Croom,TE,BUF,@ HOU,6,15.00,4000,0.1,7.1,,3.5,2.88,2.88,100,,20,0.7,,
Jordan Akins,TE,HOU,vs BUF,2,25.00,4000,1.8,3.6,,2.5,2.50,2.50,100,,72,0.6,1.10,0.3
Jordan Thomas,TE,HOU,vs BUF,2,25.00,4000,0,3.5,,2.8,0.00,0.00,100,,18,0,,
Nick O'Leary,TE,MIA,vs CHI,30,16.75,4000,0,3.8,4.0,,0.00,0.00,100,,11,0,12.90,3.2
Daniel Brown,TE,CHI,@ MIA,1,23.75,4000,0,3.9,2.4,,0.00,0.00,100,,16,0,,
Ben Braunecker,TE,CHI,@ MIA,1,23.75,4000,0,1.1,,,0.00,0.00,100,,65,0,0.00,
Durham Smythe,TE,MIA,vs CHI,30,16.75,4000,0,0,,0.0,0.00,0.00,100,,0,0,,
Gabe Holmes,TE,ARI,@ MIN,9,16.50,4000,0,0,0.0,,0.00,0.00,100,,0,0,,
Cole Hikutini,TE,MIN,vs ARI,24,26.50,4000,0,0.3,1.3,,0.00,0.00,100,,0,0,,
Andrew Vollert,TE,ARI,@ MIN,9,16.50,4000,0,0,,,0.00,0.00,100,,0,0,,
Ryan Hewitt,TE,IND,@ NYJ,27,22.75,4000,0,1.4,1.6,0.0,0.00,0.00,100,,18,0,,
Neal Sterling,TE,NYJ,vs IND,20,24.75,4000,0,4.5,2.8,4.2,0.00,0.00,100,,6,0,2.30,0.6
Eric Tomlinson,TE,NYJ,vs IND,20,24.75,4000,0.3,5.8,2.8,2.1,2.48,2.48,100,,15,0.6,,
Chris Herndon,TE,NYJ,vs IND,20,24.75,4000,0,3.2,,2.4,1.25,1.25,100,,46,0.3,12.60,3.2
Mo Alie-Cox,TE,IND,@ NYJ,27,22.75,4000,0,0,,2.2,0.00,0.00,100,,0,0,3.90,1
Lee Smith,TE,OAK,vs SEA,12,22.50,4000,0,2.7,1.9,3.8,0.00,0.00,100,,10,0,,
Darrell Daniels,TE,SEA,@ OAK,25,25.50,4000,1.1,2.8,0.7,0.0,1.75,1.75,100,,0,0.4,,
Paul Butler,TE,OAK,vs SEA,12,22.50,4000,0,0,,,0.00,0.00,100,,0,0,,
J.P. Holtz,TE,WAS,vs CAR,16,21.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Jason Vander Laan,TE,CAR,@ WAS,26,22.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Jeremy Sprinkle,TE,WAS,vs CAR,16,21.75,4000,0,4.8,2.8,,0.00,0.00,100,,0,0,0.00,
Matt Flanagan,TE,WAS,vs CAR,16,21.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Brian Parker,TE,DEN,vs LAR,13,21.50,4000,0,0.8,,0.0,0.00,0.00,100,,0,0,0.00,
Matt LaCosse,TE,DEN,vs LAR,13,21.50,4000,0.4,3.7,0.0,1.7,1.73,1.73,100,,0,0.4,1.20,0.3
Henry Krieger-Coble,TE,LAR,@ DEN,28,28.50,4000,0,0,,,0.00,0.00,100,,0,0,,
Johnny Mundt,TE,LAR,@ DEN,28,28.50,4000,0,0,,,0.00,0.00,100,,0,0,,
James O'Shaughnessy,TE,JAC,@ DAL,23,21.25,4000,1.1,7.4,2.0,2.0,3.62,3.62,100,,0,0.9,4.40,1.1
Blake Jarwin,TE,DAL,vs JAC,3,18.25,4000,0,1.1,,0.4,0.00,0.00,100,,0,0,0.00,
David Grinnage,TE,JAC,@ DAL,23,21.25,4000,0,0,,,0.00,0.00,100,,0,0,1.20,0.3
Dalton Schultz,TE,DAL,vs JAC,3,18.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Luke Stocker,TE,TEN,vs BAL,19,20.75,4000,0,3.6,2.8,2.2,0.00,0.00,100,,0,0,,
Ravens,DST,BAL,@ TEN,32,20.75,4000,1.8,19.5,12.1,7.8,8.86,8.86,100,,14,2.2,21.00,5.3
Darren Waller,TE,BAL,@ TEN,29,22.75,4000,0,3.8,,,0.00,0.00,100,,4,0,,
MyCole Pruitt,TE,TEN,vs BAL,19,20.75,4000,0,2,,,0.00,0.00,100,,13,0,,
Mark Andrews,TE,BAL,@ TEN,29,22.75,4000,0.3,7.1,,5.0,3.00,3.00,100,,46,0.8,3.00,0.8
Alex Ellis,TE,KC,@ NE,31,28.25,4000,0,1.2,,,0.00,0.00,100,,11,0,,
Jacob Hollister,TE,NE,vs KC,5,31.25,4000,0,2.1,0.7,5.0,0.00,0.00,100,,0,0,,
David Wells,TE,KC,@ NE,31,28.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Deon Yelder,TE,KC,@ NE,31,28.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Cole Wick,TE,SF,@ GB,10,18.50,4000,0,1.2,,0.0,0.00,0.00,100,,0,0,,
Matthew Dayes,RB,SF,@ GB,14,18.50,4000,5.1,7.4,0.6,,6.00,6.00,100,,0,1.5,,
Ross Dwelley,TE,SF,@ GB,10,18.50,4000,0,0,,,0.00,0.00,100,,0,0,,
Panthers,DST,CAR,@ WAS,28,21.75,3900,0.4,18.2,8.2,8.3,7.54,7.54,100,,17,1.9,3.00,0.8
Titans,DST,TEN,vs BAL,6,22.75,3800,3.6,14.6,6.1,8.6,8.04,8.04,100,,23,2.1,2.00,0.5
Dolphins,DST,MIA,vs CHI,18,23.75,3500,0.8,19,5.8,9.2,8.06,8.06,100,,0,2.3,7.00,2
Cardinals,DST,ARI,@ MIN,26,26.50,3500,0,17.9,6.9,7.6,7.08,7.08,100,,15,2,12.00,3.4
Colts,DST,IND,@ NYJ,25,24.75,3500,2.9,14.9,5.6,5.8,7.69,7.69,100,,26,2.2,2.00,0.6
Seahawks,DST,SEA,@ OAK,24,22.50,3500,2.7,16.5,8.9,7.0,8.20,8.20,100,,35,2.3,17.00,4.9
Raiders,DST,OAK,vs SEA,10,25.50,3500,2.3,12.3,4.4,3.4,6.27,6.27,100,,18,1.8,3.00,0.9
Giants,DST,NYG,vs PHI,7,23.25,3400,0.4,16.4,5.9,3.2,6.80,6.80,100,,4,2,0.00,
Buccaneers,DST,TB,@ ATL,13,30.00,3400,0,13.8,6.9,3.3,5.10,5.10,100,,15,1.5,0.00,
Bengals,DST,CIN,vs PIT,5,24.25,3400,2,14.3,6.4,7.8,6.91,6.91,100,,28,2,-1.00,
Bills,DST,BUF,@ HOU,11,25.00,3400,3,17.8,6.4,7.2,8.91,8.91,100,,18,2.6,14.00,4.1
Steelers,DST,PIT,@ CIN,22,25.25,3300,1.5,16,7.9,9.6,7.26,7.26,100,,25,2.2,3.00,0.9
Redskins,DST,WAS,vs CAR,21,22.75,3300,3,14.3,7.0,6.3,7.50,7.50,100,,27,2.3,8.00,2.4
Chiefs,DST,KC,@ NE,2,31.25,3300,0,17.4,7.7,7.8,6.26,6.26,100,,18,1.9,0.00,
Browns,DST,CLE,vs LAC,19,23.00,3200,1.9,14.4,4.8,9.4,6.86,6.86,100,,11,2.1,-1.00,
Broncos,DST,DEN,vs LAR,16,28.50,3200,0,14.1,6.8,5.4,5.36,5.36,100,,31,1.7,7.00,2.2
Patriots,DST,NE,vs KC,15,28.25,3200,0.4,12.6,7.3,6.2,5.26,5.26,100,,36,1.6,0.00,
Falcons,DST,ATL,vs TB,29,27.00,3100,0.6,15.1,7.2,1.8,6.43,6.43,100,,6,2.1,5.00,1.6
49ers,DST,SF,@ GB,1,27.50,3000,0.3,12.3,5.1,3.0,5.05,5.05,100,,6,1.7,2.00,0.7
Darius Jackson,RB,DAL,vs JAC,32,18.25,0,0,0,,,0.00,0.00,100,,0,0,,
