Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,2017 Avg,2018 Avg,FC Proj,My Proj,Exp.,Used,Con.,Value,Actual Score,Actual Val
Dak Prescott,QB,DAL,@ WAS,29,20.75,6900,9.8,29.1,17.1,16.0,17.50,17.50,100,,56,2.5,20.22,2.9
Marcus Mariota,QB,TEN,@ LAC,13,0.00,6800,7.3,28.6,16.1,11.3,15.81,15.81,100,,49,2.3,16.28,2.4
Eric Ebron,TE,IND,vs BUF,2,25.25,6800,5.6,18.6,6.6,13.9,10.82,10.82,100,,29,1.6,4.60,0.7
T.J. Yeldon,RB,JAC,vs HOU,4,22.25,6800,8.4,22.9,7.7,14.5,14.15,14.15,100,,39,2.1,15.30,2.3
Sam Darnold,QB,NYJ,vs MIN,14,21.00,6800,7.7,20.2,,14.2,12.69,12.69,100,,65,1.9,15.04,2.2
Cooper Kupp,WR,LAR,@ SF,4,29.75,6800,0,10.7,10.2,15.2,0.00,0.00,100,,39,0,,
Tyler Boyd,WR,CIN,@ KC,23,25.25,6800,9.2,24.7,4.6,14.8,15.37,15.37,100,,14,2.3,4.20,0.6
Case Keenum,QB,DEN,@ ARI,8,21.50,6700,9.9,27.4,16.0,15.9,16.91,16.91,100,,50,2.5,9.84,1.5
Emmanuel Sanders,WR,DEN,@ ARI,11,21.50,6700,6,25.2,7.6,15.6,13.66,13.66,100,,37,2,24.32,3.6
Josh Gordon,WR,NE,@ CHI,21,25.75,6700,6.9,17.2,9.7,7.8,11.03,11.03,100,,53,1.6,12.00,1.8
DeSean Jackson,WR,TB,vs CLE,9,27.75,6700,5.4,22.4,8.1,15.9,12.20,12.20,100,,35,1.8,10.30,1.5
Eli Manning,QB,NYG,@ ATL,25,24.00,6700,11.3,29.5,13.4,14.6,18.56,18.56,100,,55,2.8,20.66,3.1
Tarik Cohen,RB,CHI,vs NE,3,23.75,6600,6.4,23.1,7.7,12.7,13.07,13.07,100,,25,2,18.30,2.8
Ryan Tannehill,QB,MIA,vs DET,18,22.00,6600,0,9.6,,13.8,0.00,0.00,100,,61,0,,
Michael Crabtree,WR,BAL,vs NO,16,26.25,6600,5.6,22.1,11.0,10.2,12.15,12.15,100,,38,1.8,9.10,1.4
Devonta Freeman,RB,ATL,vs NYG,23,28.00,6600,0,14,13.0,5.8,0.00,0.00,100,,28,0,,
Demaryius Thomas,WR,DEN,@ ARI,11,21.50,6500,5.1,22.6,10.3,10.8,12.10,12.10,100,,45,1.9,6.70,1
Allen Robinson,WR,CHI,vs NE,6,23.75,6500,4.3,23,2.2,10.4,11.76,11.76,100,,38,1.8,0.90,0.1
Blake Bortles,QB,JAC,vs HOU,26,22.25,6500,12.3,29.8,16.3,19.6,19.29,19.29,100,,60,3,1.44,0.2
Carlos Hyde,RB,JAC,vs HOU,4,22.25,6500,0,11,12.8,12.4,0.00,0.00,100,,32,0,,
Brock Osweiler,QB,MIA,vs DET,18,22.00,6500,7.4,25.9,12.2,17.1,14.82,14.82,100,,39,2.3,17.76,2.7
Kerryon Johnson,RB,DET,@ MIA,19,25.00,6500,10.1,16.4,,9.6,12.61,12.61,100,,74,1.9,18.90,2.9
Latavius Murray,RB,MIN,@ NYJ,10,24.00,6500,4.8,22.8,9.3,7.6,12.03,12.03,100,,29,1.9,21.30,3.3
Jarvis Landry,WR,CLE,@ TB,13,24.75,6500,8.2,22.2,12.8,10.5,13.81,13.81,100,,52,2.1,20.70,3.2
John Brown,WR,BAL,vs NO,16,26.25,6500,6.3,21,5.9,11.9,12.17,12.17,100,,29,1.9,22.90,3.5
Josh Rosen,QB,ARI,vs DEN,31,20.50,6400,9.8,20.1,,8.3,13.94,13.94,100,,51,2.2,6.16,1
Josh Allen,QB,BUF,@ IND,10,18.25,6400,0,12.3,,11.3,0.00,0.00,100,,27,0,,
Marvin Jones,WR,DET,@ MIA,8,25.00,6400,2.8,19,12.2,10.0,9.29,9.29,100,,36,1.5,4.40,0.7
Isaiah Crowell,RB,NYJ,vs MIN,17,21.00,6400,5.3,22,8.1,13.6,11.95,11.95,100,,28,1.9,5.50,0.9
Devin Funchess,WR,CAR,@ PHI,31,20.00,6400,4.9,19.6,10.2,10.9,10.75,10.75,100,,21,1.7,15.20,2.4
Tyrod Taylor,QB,CLE,@ TB,17,24.75,6400,0,11,14.6,14.3,0.00,0.00,100,,57,0,,
Chris Godwin,WR,TB,vs CLE,9,27.75,6400,4.3,18.8,5.0,11.5,10.14,10.14,100,,12,1.6,8.40,1.3
Ted Ginn Jr.,WR,NO,@ BAL,25,23.25,6400,0,10.1,9.7,8.5,0.00,0.00,100,,12,0,,
Alex Collins,RB,BAL,vs NO,31,26.25,6400,6.6,21.9,10.6,10.9,12.71,12.71,100,,26,2,6.30,1
C.J. Beathard,QB,SF,vs LAR,9,21.75,6400,13.6,26.1,15.8,20.5,18.59,18.59,100,,71,2.9,8.10,1.3
George Kittle,TE,SF,vs LAR,8,21.75,6400,4.8,18.5,5.7,10.7,10.28,10.28,100,,23,1.6,18.30,2.9
Sammy Watkins,WR,KC,vs CIN,2,31.25,6400,2.6,22.6,8.1,8.2,10.60,10.60,100,,22,1.7,9.40,1.5
Calvin Ridley,WR,ATL,vs NYG,15,28.00,6400,0,29,,13.9,10.83,10.83,100,,13,1.7,6.80,1.1
Corey Davis,WR,TEN,@ LAC,28,0.00,6300,5.8,21.8,6.1,9.7,12.16,12.16,100,,11,1.9,2.50,0.4
Derek Anderson,QB,BUF,@ IND,10,18.25,6300,4.3,19.8,0.1,,10.54,10.54,100,,0,1.7,2.00,0.3
Kenyan Drake,RB,MIA,vs DET,1,22.00,6300,3.6,20.9,7.9,9.3,10.51,10.51,100,,0,1.7,16.70,2.7
Dalvin Cook,RB,MIN,@ NYJ,10,24.00,6300,0,10.1,15.0,7.7,0.00,0.00,100,,43,0,,
Tevin Coleman,RB,ATL,vs NYG,23,28.00,6300,8.5,24.5,10.1,10.2,14.94,14.94,100,,33,2.4,15.20,2.4
Sterling Shepard,WR,NYG,@ ATL,27,24.00,6300,5.8,21.3,10.5,10.6,11.96,11.96,100,,38,1.9,19.20,3
Jordan Howard,RB,CHI,vs NE,3,23.75,6200,4.5,24.2,11.8,8.8,12.38,12.38,100,,36,2,11.30,1.8
LeSean McCoy,RB,BUF,@ IND,14,18.25,6200,4.7,23.5,14.6,7.9,12.23,12.23,100,,46,2,0.10,0
Will Fuller,WR,HOU,@ JAC,10,19.25,6200,3.2,21.7,9.9,11.9,10.59,10.59,100,,16,1.7,9.80,1.6
Cole Beasley,WR,DAL,@ WAS,24,20.75,6200,3.4,18.4,4.9,9.1,9.38,9.38,100,,12,1.5,9.10,1.5
Matt Breida,RB,SF,vs LAR,11,21.75,6200,7.1,21.4,5.8,12.6,12.83,12.83,100,,26,2.1,-0.50,
Phillip Lindsay,RB,DEN,@ ARI,5,21.50,6100,7.4,19.4,,10.8,12.24,12.24,100,,56,2,16.10,2.6
Austin Ekeler,RB,LAC,vs TEN,28,0.00,6100,9,25.5,6.7,11.7,15.55,15.55,100,,20,2.5,9.30,1.5
Peyton Barber,RB,TB,vs CLE,27,27.75,6100,6.1,19.6,7.1,7.1,11.48,11.48,100,,8,1.9,3.00,0.5
Taysom Hill,QB,NO,@ BAL,23,23.25,6100,0,7.3,,3.9,2.80,2.80,100,,23,0.5,1.50,0.2
Lamar Jackson,QB,BAL,vs NO,24,26.25,6100,0,3.8,,1.7,1.35,1.35,100,,6,0.2,7.10,1.2
Giovani Bernard,RB,CIN,@ KC,25,25.25,6100,0,9.5,8.1,12.1,0.00,0.00,100,,38,0,,
Mike Glennon,QB,ARI,vs DEN,31,20.50,6000,0,6.6,9.7,,0.00,0.00,100,,66,0,,
Sam Bradford,QB,ARI,vs DEN,31,20.50,6000,0,9.3,13.5,5.6,0.00,0.00,100,,56,0,,
Kevin Hogan,QB,DEN,@ ARI,8,21.50,6000,0,10.8,9.7,,0.00,0.00,100,,12,0,,
Chad Kelly,QB,DEN,@ ARI,8,21.50,6000,0,0,,-0.1,0.00,0.00,100,,0,0,,
Chad Kanoff,QB,ARI,vs DEN,31,20.50,6000,0,0,,,0.00,0.00,100,,0,0,,
Royce Freeman,RB,DEN,@ ARI,5,21.50,6000,6.3,15.3,,8.2,9.92,9.92,100,,56,1.7,9.70,1.6
Austin Davis,QB,TEN,@ LAC,13,0.00,6000,0,10.1,-0.1,,0.00,0.00,100,,37,0,,
Blaine Gabbert,QB,TEN,@ LAC,13,0.00,6000,0,10.1,13.5,4.3,0.00,0.00,100,,49,0,,
Geno Smith,QB,LAC,vs TEN,22,0.00,6000,0,12.2,4.8,0.0,0.00,0.00,100,,16,0,,
Cardale Jones,QB,LAC,vs TEN,22,0.00,6000,0,0,,,0.00,0.00,100,,0,0,,
Brian Hoyer,QB,NE,@ CHI,30,25.75,6000,0,12.5,6.2,-0.3,0.00,0.00,100,,25,0,,
Chase Daniel,QB,CHI,vs NE,15,23.75,6000,0,3.9,-0.2,-0.2,0.00,0.00,100,,0,0,,
Trey Burton,TE,CHI,vs NE,32,23.75,6000,5,17.2,4.6,9.1,9.88,9.88,100,,0,1.6,23.10,3.9
Tyler Bray,QB,CHI,vs NE,15,23.75,6000,0,0,-2.0,,0.00,0.00,100,,0,0,,
Danny Etling,QB,NE,@ CHI,30,25.75,6000,0,0,,,0.00,0.00,100,,0,0,,
Jacoby Brissett,QB,IND,vs BUF,1,25.25,6000,0,9.3,13.3,0.0,0.00,0.00,100,,49,0,-0.40,
Chester Rogers,WR,IND,vs BUF,3,25.25,6000,3.6,15.6,4.7,7.9,8.44,8.44,100,,0,1.4,6.00,1
Phillip Walker,QB,IND,vs BUF,1,25.25,6000,0,0,,,0.00,0.00,100,,0,0,,
Brandon Weeden,QB,HOU,@ JAC,5,19.25,6000,0,7.8,,,0.00,0.00,100,,42,0,,
Joe Webb,QB,HOU,@ JAC,5,19.25,6000,0,1.5,2.9,,0.00,0.00,100,,0,0,,
Cody Kessler,QB,JAC,vs HOU,26,22.25,6000,0,9.3,1.3,,0.00,0.00,100,,10,0,10.04,1.7
Dede Westbrook,WR,JAC,vs HOU,29,22.25,6000,5.2,17.4,6.5,10.5,10.08,10.08,100,,39,1.7,3.70,0.6
Tanner Lee,QB,JAC,vs HOU,26,22.25,6000,0,0,,,0.00,0.00,100,,0,0,,
Matt Cassel,QB,DET,@ MIA,4,25.00,6000,0,9.6,2.2,-0.5,0.00,0.00,100,,6,0,,
David Fales,QB,MIA,vs DET,18,22.00,6000,0,14.1,10.2,,0.00,0.00,100,,0,0,,
Jake Rudock,QB,DET,@ MIA,4,25.00,6000,0,0,0.0,,0.00,0.00,100,,0,0,,
Luke Falk,QB,MIA,vs DET,18,22.00,6000,0,0,,,0.00,0.00,100,,0,0,,
Josh McCown,QB,NYJ,vs MIN,14,21.00,6000,0,12.3,16.5,,0.00,0.00,100,,45,0,,
Kyle Rudolph,TE,MIN,@ NYJ,23,24.00,6000,4.1,16.3,8.0,8.7,8.99,8.99,100,,40,1.5,2.10,0.4
Trevor Siemian,QB,MIN,@ NYJ,21,24.00,6000,0,10.8,12.7,,0.00,0.00,100,,45,0,,
Kyle Sloter,QB,MIN,@ NYJ,21,24.00,6000,0,0,,,0.00,0.00,100,,0,0,,
Davis Webb,QB,NYJ,vs MIN,14,21.00,6000,0,0,,,0.00,0.00,100,,0,0,,
Nick Foles,QB,PHI,vs CAR,6,25.00,6000,0,12.8,10.4,10.9,0.00,0.00,100,,28,0,,
Nelson Agholor,WR,PHI,vs CAR,7,25.00,6000,4.3,18.1,9.7,9.1,9.83,9.83,100,,17,1.6,5.00,0.8
Taylor Heinicke,QB,CAR,@ PHI,28,20.00,6000,0,0,0.6,,0.00,0.00,100,,0,0,,
Connor Cook,QB,CAR,@ PHI,28,20.00,6000,0,0.3,,,0.00,0.00,100,,0,0,,
Nate Sudfeld,QB,PHI,vs CAR,6,25.00,6000,0,6,3.6,,0.00,0.00,100,,0,0,,
Corey Clement,RB,PHI,vs CAR,21,25.00,6000,5.5,21.5,6.8,10.8,11.86,11.86,100,,16,2,3.20,0.5
Drew Stanton,QB,CLE,@ TB,17,24.75,6000,0,10.4,11.1,,0.00,0.00,100,,0,0,,
Ryan Fitzpatrick,QB,TB,vs CLE,7,27.75,6000,0,13.4,12.8,26.4,0.00,0.00,100,,44,0,,
Ryan Griffin,QB,TB,vs CLE,7,27.75,6000,0,0,,,0.00,0.00,100,,0,0,,
Robert Griffin III,QB,BAL,vs NO,24,26.25,6000,0,8.7,,,0.00,0.00,100,,50,0,,
Teddy Bridgewater,QB,NO,@ BAL,23,23.25,6000,0,10.8,-1.3,-0.3,0.00,0.00,100,,43,0,,
Colt McCoy,QB,WAS,vs DAL,19,19.75,6000,0,11.7,,,0.00,0.00,100,,38,0,,
Jordan Reed,TE,WAS,vs DAL,29,19.75,6000,2.1,21.1,7.8,7.3,9.74,9.74,100,,27,1.6,5.30,0.9
Cooper Rush,QB,DAL,@ WAS,29,20.75,6000,0,1.1,0.7,,0.00,0.00,100,,0,0,,
Mike White,QB,DAL,@ WAS,29,20.75,6000,0,0,,,0.00,0.00,100,,0,0,,
Sean Mannion,QB,LAR,@ SF,11,29.75,6000,0,2.7,1.0,,0.00,0.00,100,,0,0,0.10,0
Brandon Allen,QB,LAR,@ SF,11,29.75,6000,0,0,,,0.00,0.00,100,,0,0,,
Nick Mullens,QB,SF,vs LAR,9,21.75,6000,0,0,,,0.00,0.00,100,,0,0,,
Chad Henne,QB,KC,vs CIN,3,31.25,6000,0,10.7,-0.3,,0.00,0.00,100,,0,0,,
Christian Hackenberg,QB,CIN,@ KC,12,25.25,6000,0,0,,,0.00,0.00,100,,0,0,,
Jeff Driskel,QB,CIN,@ KC,12,25.25,6000,0,0,,,0.00,0.00,100,,0,0,2.06,0.3
Chase Litton,QB,KC,vs CIN,3,31.25,6000,0,0,,,0.00,0.00,100,,0,0,,
Matt Schaub,QB,ATL,vs NYG,16,28.00,6000,0,9.6,,0.3,0.00,0.00,100,,0,0,,
Alex Tanney,QB,NYG,@ ATL,25,24.00,6000,0,0,,,0.00,0.00,100,,0,0,,
Kurt Benkert,QB,ATL,vs NYG,16,28.00,6000,0,0,,,0.00,0.00,100,,0,0,,
Kyle Lauletta,QB,NYG,@ ATL,25,24.00,6000,0,0,,,0.00,0.00,100,,0,0,,
Tyrell Williams,WR,LAC,vs TEN,19,0.00,5900,2.5,19,7.3,9.8,9.07,9.07,100,,29,1.5,19.80,3.4
Taylor Gabriel,WR,CHI,vs NE,6,23.75,5900,5,19.5,3.9,11.9,10.80,10.80,100,,5,1.8,4.10,0.7
Nathan Peterman,QB,BUF,@ IND,10,18.25,5900,0,5.3,3.1,1.9,0.00,0.00,100,,0,0,,
Marlon Mack,RB,IND,vs BUF,26,25.25,5900,6.1,17.1,6.6,7.0,10.47,10.47,100,,34,1.8,30.90,5.2
Greg Olsen,TE,CAR,@ PHI,6,20.00,5900,1.1,18.1,6.8,5.6,7.87,7.87,100,,35,1.3,7.50,1.3
Paul Richardson,WR,WAS,vs DAL,14,19.75,5900,0,7.2,8.0,8.3,0.00,0.00,100,,20,0,,
Chris Thompson,RB,WAS,vs DAL,32,19.75,5900,0,9.3,13.2,12.3,0.00,0.00,100,,30,0,,
Alfred Morris,RB,SF,vs LAR,11,21.75,5900,0.7,14.7,5.3,7.3,6.26,6.26,100,,14,1.1,2.50,0.4
Austin Hooper,TE,ATL,vs NYG,16,28.00,5900,4.4,17.1,5.5,9.4,9.47,9.47,100,,12,1.6,6.30,1.1
Larry Fitzgerald,WR,ARI,vs DEN,30,20.50,5800,1.2,19.5,12.9,5.4,8.50,8.50,100,,37,1.5,12.00,2.1
Nyheim Hines,RB,IND,vs BUF,26,25.25,5800,5.4,21.4,,10.6,11.81,11.81,100,,40,2,4.70,0.8
Wendell Smallwood,RB,PHI,vs CAR,21,25.00,5800,6.5,20,5.0,9.4,11.86,11.86,100,,2,2,4.70,0.8
O.J. Howard,TE,TB,vs CLE,12,27.75,5800,1.6,18.9,6.8,9.6,8.54,8.54,100,,9,1.5,9.20,1.6
Mohamed Sanu,WR,ATL,vs NYG,15,28.00,5800,3.8,17.8,9.2,10.2,9.38,9.38,100,,31,1.6,3.10,0.5
Donte Moncrief,WR,JAC,vs HOU,29,22.25,5700,3.7,19.7,5.3,7.3,10.07,10.07,100,,11,1.8,11.10,1.9
Lamar Miller,RB,HOU,@ JAC,30,19.25,5700,2.4,19.9,11.0,8.8,9.43,9.43,100,,42,1.7,16.40,2.9
David Njoku,TE,CLE,@ TB,21,24.75,5700,4.6,15.9,4.9,7.3,9.13,9.13,100,,20,1.6,13.20,2.3
Jamison Crowder,WR,WAS,vs DAL,14,19.75,5700,0,8.7,8.5,7.4,0.00,0.00,100,,29,0,,
Evan Engram,TE,NYG,@ ATL,20,24.00,5700,0,15,9.4,7.1,5.89,5.89,100,,33,1,3.60,0.6
Keke Coutee,WR,HOU,@ JAC,10,19.25,5600,5.1,17.6,,11.8,10.07,10.07,100,,58,1.8,0.80,0.1
Albert Wilson,WR,MIA,vs DET,17,22.00,5600,4.7,19.7,7.0,13.1,10.66,10.66,100,,5,1.9,5.10,0.9
Frank Gore,RB,MIA,vs DET,1,22.00,5600,4.7,17.9,9.9,7.3,9.97,9.97,100,,49,1.8,3.80,0.7
LeGarrette Blount,RB,DET,@ MIA,19,25.00,5600,0,15.2,7.1,5.3,4.22,4.22,100,,21,0.8,11.00,2
Bilal Powell,RB,NYJ,vs MIN,17,21.00,5600,4.5,22,8.9,8.6,11.45,11.45,100,,14,2,3.00,0.5
Kyle Juszczyk,RB,SF,vs LAR,11,21.75,5600,4.4,14.2,,6.1,8.31,8.31,100,,36,1.5,2.30,0.4
Christian Kirk,WR,ARI,vs DEN,30,20.50,5500,5.4,18.6,,8.5,10.69,10.69,100,,38,1.9,7.20,1.3
Dion Lewis,RB,TEN,@ LAC,13,0.00,5500,4,22,11.5,7.9,11.17,11.17,100,,33,2,18.50,3.4
Derrick Henry,RB,TEN,@ LAC,13,0.00,5500,2.2,17.7,9.0,4.7,8.38,8.38,100,,18,1.5,13.50,2.5
Chris Hogan,WR,NE,@ CHI,21,25.75,5500,0,16.5,10.4,6.9,6.16,6.16,100,,14,1.1,9.30,1.7
Keelan Cole,WR,JAC,vs HOU,29,22.25,5500,4.5,21.5,6.4,8.4,11.27,11.27,100,,1,2,3.10,0.6
Kenny Stills,WR,MIA,vs DET,17,22.00,5500,2.7,19,9.1,9.2,9.21,9.21,100,,23,1.7,7.00,1.3
Quincy Enunwa,WR,NYJ,vs MIN,26,21.00,5500,0,7.8,,7.3,0.00,0.00,100,,25,0,,
Javorius Allen,RB,BAL,vs NO,31,26.25,5500,3.3,19.3,8.9,9.8,9.66,9.66,100,,21,1.8,3.90,0.7
Marquise Goodwin,WR,SF,vs LAR,20,21.75,5500,5.2,21,8.8,10.3,11.53,11.53,100,,0,2.1,3.40,0.6
Mike Williams,WR,LAC,vs TEN,19,0.00,5400,4.1,18.1,1.7,8.8,9.72,9.72,100,,0,1.8,12.30,2.3
Anthony Miller,WR,CHI,vs NE,6,23.75,5400,4.8,11.5,,6.4,7.46,7.46,100,,58,1.4,4.50,0.8
Terrelle Pryor,WR,NYJ,vs MIN,26,21.00,5400,0,10.1,5.0,7.1,0.00,0.00,100,,18,0,,
Robby Anderson,WR,NYJ,vs MIN,26,21.00,5400,4.2,21.7,10.5,7.9,11.20,11.20,100,,19,2.1,5.90,1.1
Willie Snead,WR,BAL,vs NO,16,26.25,5400,4.1,19.1,1.5,8.7,10.10,10.10,100,,26,1.9,5.10,0.9
C.J. Uzomah,TE,CIN,@ KC,4,25.25,5400,4.2,11.4,2.2,5.1,7.06,7.06,100,,26,1.3,8.30,1.5
Ito Smith,RB,ATL,vs NYG,23,28.00,5400,7.4,13.9,,8.0,10.01,10.01,100,,68,1.9,5.50,1
Ricky Seals-Jones,TE,ARI,vs DEN,24,20.50,5300,1.3,15.5,5.5,5.5,6.97,6.97,100,,0,1.3,2.20,0.4
Phillip Dorsett,WR,NE,@ CHI,21,25.75,5300,0,9,2.9,8.1,2.95,2.95,100,,13,0.6,1.30,0.2
Pierre Garcon,WR,SF,vs LAR,20,21.75,5300,3.8,15.8,8.8,5.4,8.59,8.59,100,,45,1.6,1.00,0.2
Jack Doyle,TE,IND,vs BUF,2,25.25,5200,0,7.7,8.6,5.3,0.00,0.00,100,,12,0,,
