Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,2017 Avg,2018 Avg,FC Proj,My Proj,Exp.,Used,Con.,Value,Actual Score,Actual Val
Ryan Grant,WR,IND,vs BUF,3,25.25,5200,0,6,6.5,7.7,0.00,0.00,100,,9,0,,
Theo Riddick,RB,DET,@ MIA,19,25.00,5200,0,8.7,8.0,5.7,0.00,0.00,100,,31,0,,
Benjamin Watson,TE,NO,@ BAL,13,23.25,5200,0,13.7,6.7,5.4,5.44,5.44,100,,13,1,13.30,2.6
Zach Pascal,WR,IND,vs BUF,3,25.25,5100,1.2,14,,4.4,6.31,6.31,100,,0,1.2,,
Alfred Blue,RB,HOU,@ JAC,30,19.25,5100,2.9,15.9,5.1,6.6,8.09,8.09,100,,7,1.6,2.80,0.5
Jamaal Charles,RB,JAC,vs HOU,4,22.25,5100,0,17,4.3,,3.78,3.78,100,,19,0.7,,
Duke Johnson,RB,CLE,@ TB,20,24.75,5100,3.3,15.1,11.2,6.4,8.02,8.02,100,,46,1.6,3.90,0.8
Rashard Higgins,WR,CLE,@ TB,13,24.75,5100,0,7.2,3.9,7.7,0.00,0.00,100,,0,0,,
Damion Ratley,WR,CLE,@ TB,13,24.75,5100,4.7,4.7,,11.2,4.66,4.66,100,,0,0.9,3.80,0.7
Ronald Jones,RB,TB,vs CLE,27,27.75,5100,5.4,5.6,,3.4,5.49,5.49,100,,0,1.1,9.30,1.8
Tre'Quan Smith,WR,NO,@ BAL,25,23.25,5100,0,23.1,,6.7,7.45,7.45,100,,0,1.5,5.90,1.2
Josh Reynolds,WR,LAR,@ SF,4,29.75,5100,3.4,11.9,2.7,2.1,6.81,6.81,100,,0,1.3,2.40,0.5
Chase Edmonds,RB,ARI,vs DEN,2,20.50,5000,0.8,7.3,,2.1,3.35,3.35,100,,0,0.7,3.60,0.7
Taywan Taylor,WR,TEN,@ LAC,28,0.00,5000,4.9,14.1,2.4,5.2,8.58,8.58,100,,0,1.7,1.30,0.3
Danny Amendola,WR,MIA,vs DET,17,22.00,5000,2.1,17.1,9.4,5.5,8.10,8.10,100,,8,1.6,17.40,3.5
DeVante Parker,WR,MIA,vs DET,17,22.00,5000,0,8,7.8,2.5,0.00,0.00,100,,35,0,,
Jermaine Kearse,WR,NYJ,vs MIN,26,21.00,5000,3,17.3,9.0,4.9,8.71,8.71,100,,19,1.7,0.00,
Laquon Treadwell,WR,MIN,@ NYJ,18,24.00,5000,3.3,9.8,2.1,5.6,5.88,5.88,100,,7,1.2,2.60,0.5
Jordan Matthews,WR,PHI,vs CAR,7,25.00,5000,0,14.5,4.5,4.9,4.16,4.16,100,,26,0.8,,
Tavon Austin,WR,DAL,@ WAS,24,20.75,5000,0,9.2,2.6,5.7,0.00,0.00,100,,9,0,,
Rod Smith,RB,DAL,@ WAS,15,20.75,5000,1.4,3.4,,1.2,2.23,2.23,100,,0,0.4,,
Rams,DST,LAR,@ SF,32,21.75,5000,2.3,20.3,9.5,9.2,9.51,9.51,100,,14,1.9,23.00,4.6
Malcolm Brown,RB,LAR,@ SF,9,29.75,5000,0.9,6.9,3.5,4.1,3.26,3.26,100,,11,0.7,7.60,1.5
John Ross,WR,CIN,@ KC,23,25.25,5000,0.1,11.2,-0.3,5.8,4.55,4.55,100,,0,0.9,0.00,
Devontae Booker,RB,DEN,@ ARI,5,21.50,4900,0.7,13.2,5.9,4.2,5.67,5.67,100,,23,1.2,0.40,0.1
Chris Ivory,RB,BUF,@ IND,14,18.25,4900,0,15.3,5.0,5.3,6.04,6.04,100,,25,1.2,12.10,2.5
Jordan Wilkins,RB,IND,vs BUF,26,25.25,4900,0,5.7,,4.7,2.14,2.14,100,,49,0.4,5.90,1.2
Torrey Smith,WR,CAR,@ PHI,31,20.00,4900,0,13.5,5.3,6.2,4.24,4.24,100,,11,0.9,8.10,1.7
DJ Moore,WR,CAR,@ PHI,31,20.00,4900,3.7,15.2,,5.6,8.27,8.27,100,,18,1.7,4.40,0.9
Cameron Meredith,WR,NO,@ BAL,25,23.25,4900,0,16.3,,6.6,6.28,6.28,100,,16,1.3,,
Allen Hurns,WR,DAL,@ WAS,24,20.75,4900,0,16.3,7.1,3.1,6.06,6.06,100,,20,1.2,9.90,2
Raheem Mostert,RB,SF,vs LAR,11,21.75,4900,2.2,7.7,0.3,3.1,4.41,4.41,100,,0,0.9,9.80,2
Courtland Sutton,WR,DEN,@ ARI,11,21.50,4800,5,10.8,,5.7,7.31,7.31,100,,60,1.5,9.30,1.9
Tajae Sharpe,WR,TEN,@ LAC,28,0.00,4800,1.4,12.1,,4.0,5.67,5.67,100,,14,1.2,13.60,2.8
Kelvin Benjamin,WR,BUF,@ IND,5,18.25,4800,1.3,17.3,7.5,4.3,7.70,7.70,100,,33,1.6,9.10,1.9
Texans,DST,HOU,@ JAC,27,22.25,4800,2.2,18.5,5.1,8.7,8.72,8.72,100,,16,1.8,14.00,2.9
Adam Humphries,WR,TB,vs CLE,9,27.75,4800,2.3,12.3,6.1,5.3,6.28,6.28,100,,32,1.3,5.70,1.2
Antonio Callaway,WR,CLE,@ TB,13,24.75,4800,4.8,17.5,,5.8,9.87,9.87,100,,12,2.1,1.90,0.4
Nick Chubb,RB,CLE,@ TB,20,24.75,4800,1.5,21.3,,4.9,9.44,9.44,100,,0,2,14.00,2.9
Vernon Davis,TE,WAS,vs DAL,29,19.75,4800,0.4,11.6,6.3,5.1,4.86,4.86,100,,13,1,,
Michael Gallup,WR,DAL,@ WAS,24,20.75,4800,3.7,7.7,,2.4,5.31,5.31,100,,33,1.1,15.60,3.3
Khadarel Hodge,WR,LAR,@ SF,4,29.75,4800,3.7,3.7,,1.9,3.67,3.67,100,,0,0.8,,
Jeff Heuerman,TE,DEN,@ ARI,27,21.50,4700,2.1,9.6,3.1,3.3,5.13,5.13,100,,6,1.1,,
Cordarrelle Patterson,WR,NE,@ CHI,21,25.75,4700,0,11.1,4.4,5.4,4.03,4.03,100,,0,0.9,4.40,0.9
Erik Swoope,TE,IND,vs BUF,2,25.25,4700,0,8.6,,5.4,3.39,3.39,100,,30,0.7,8.20,1.7
Marcus Johnson,WR,IND,vs BUF,3,25.25,4700,0,5.3,0.8,4.8,0.00,0.00,100,,0,0,,
Zay Jones,WR,BUF,@ IND,5,18.25,4700,3.2,12.7,4.0,5.7,6.95,6.95,100,,16,1.5,4.20,0.9
Brandon Bolden,RB,MIA,vs DET,1,22.00,4700,0,6,4.2,,0.00,0.00,100,,0,0,,
Chris Herndon,TE,NYJ,vs MIN,11,21.00,4700,0,10.2,,5.0,3.34,3.34,100,,8,0.7,12.20,2.6
C.J. Anderson,RB,CAR,@ PHI,18,20.00,4700,0,15.7,10.1,4.3,2.94,2.94,100,,21,0.6,,
Jarius Wright,WR,CAR,@ PHI,31,20.00,4700,0,10.4,3.9,4.9,3.78,3.78,100,,8,0.8,10.10,2.1
Curtis Samuel,WR,CAR,@ PHI,31,20.00,4700,0.2,8.2,3.2,5.4,3.43,3.43,100,,11,0.7,9.00,1.9
Cameron Brate,TE,TB,vs CLE,12,27.75,4700,1.3,15.3,7.4,7.3,6.94,6.94,100,,23,1.5,1.80,0.4
Hayden Hurst,TE,BAL,vs NO,18,26.25,4700,2.8,4.3,,0.6,3.38,3.38,100,,0,0.7,0.00,
Deonte Thompson,WR,DAL,@ WAS,24,20.75,4700,0,11.1,5.3,2.7,4.01,4.01,100,,0,0.9,0.00,
Mark Walton,RB,CIN,@ KC,25,25.25,4700,1.9,6.9,,1.9,3.92,3.92,100,,0,0.8,1.00,0.2
J.J. Nelson,WR,ARI,vs DEN,30,20.50,4600,0,9.9,4.9,0.6,0.00,0.00,100,,0,0,2.50,0.5
Antonio Gates,TE,LAC,vs TEN,19,0.00,4600,0,15.4,4.0,4.0,5.01,5.01,100,,18,1.1,2.10,0.5
Travis Benjamin,WR,LAC,vs TEN,19,0.00,4600,0,13.4,7.1,1.6,3.17,3.17,100,,3,0.7,1.80,0.4
Charles Clay,TE,BUF,@ IND,26,18.25,4600,0,12.7,6.8,3.1,5.07,5.07,100,,26,1.1,0.90,0.2
Austin Seferian-Jenkins,TE,JAC,vs HOU,14,22.25,4600,0,7.1,5.9,4.1,0.00,0.00,100,,15,0,,
D.J. Chark,WR,JAC,vs HOU,29,22.25,4600,0,7.2,,1.7,2.51,2.51,100,,0,0.5,5.10,1.1
Jakeem Grant,WR,MIA,vs DET,17,22.00,4600,0.1,13.1,2.5,8.3,5.29,5.29,100,,0,1.2,4.20,0.9
Aldrick Robinson,WR,MIN,@ NYJ,18,24.00,4600,0,10.8,3.4,4.4,4.15,4.15,100,,0,0.9,9.90,2.2
Vikings,DST,MIN,@ NYJ,24,21.00,4600,2,18.3,7.2,6.8,8.52,8.52,100,,20,1.9,12.00,2.6
De'Angelo Henderson,RB,NYJ,vs MIN,17,21.00,4600,0,7.4,4.0,,0.00,0.00,100,,0,0,,
Mike Gillislee,RB,NO,@ BAL,6,23.25,4600,0,8.9,7.6,0.9,0.00,0.00,100,,19,0,,
Brice Butler,WR,DAL,@ WAS,24,20.75,4600,0,6.2,4.8,,0.00,0.00,100,,0,0,0.00,
Geoff Swaim,TE,DAL,@ WAS,28,20.75,4600,2.3,10,1.8,6.4,5.39,5.39,100,,6,1.2,4.00,0.9
Josh Doctson,WR,WAS,vs DAL,14,19.75,4600,4.6,13.9,6.8,2.7,8.30,8.30,100,,35,1.8,5.70,1.2
Dante Pettis,WR,SF,vs LAR,20,21.75,4600,0,8.1,,4.3,0.00,0.00,100,,0,0,,
Thomas Rawls,RB,CIN,@ KC,25,25.25,4600,0,13.1,3.1,,0.00,0.00,100,,0,0,,
Spencer Ware,RB,KC,vs CIN,29,31.25,4600,0,14.6,,2.3,3.90,3.90,100,,27,0.8,10.40,2.3
Demarcus Robinson,WR,KC,vs CIN,2,31.25,4600,0,7.9,4.1,2.7,2.54,2.54,100,,5,0.6,2.30,0.5
Rhett Ellison,TE,NYG,@ ATL,20,24.00,4600,0,4.4,4.0,4.8,0.00,0.00,100,,0,0,2.10,0.5
Justin Hardy,WR,ATL,vs NYG,15,28.00,4600,0,7.7,4.2,1.0,3.08,3.08,100,,11,0.7,3.40,0.7
Wayne Gallman,RB,NYG,@ ATL,16,24.00,4600,0,9.3,6.8,2.6,3.42,3.42,100,,30,0.7,,
Derrick Coleman,RB,ARI,vs DEN,2,20.50,4500,0,4.1,,0.8,0.00,0.00,100,,0,0,,
Brandon Wilds,RB,ARI,vs DEN,2,20.50,4500,0,2,,0.5,0.00,0.00,100,,0,0,,
Jalen Simmons,RB,ARI,vs DEN,2,20.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Andy Janovich,RB,DEN,@ ARI,5,21.50,4500,0,0,,,0.00,0.00,100,,0,0,,
T.J. Logan,RB,ARI,vs DEN,2,20.50,4500,0,0,,0.0,0.00,0.00,100,,0,0,,
Chad Williams,WR,ARI,vs DEN,30,20.50,4500,1.6,7.6,1.6,2.4,4.04,4.04,100,,0,0.9,5.40,1.2
Isaiah McKenzie,WR,DEN,@ ARI,11,21.50,4500,0,1.8,0.1,,0.00,0.00,100,,0,0,,
Jeremy McNichols,RB,DEN,@ ARI,5,21.50,4500,0,0,,0.4,0.00,0.00,100,,0,0,,
Tim Patrick,WR,DEN,@ ARI,11,21.50,4500,0,2,,1.4,0.00,0.00,100,,7,0,,
Trent Sherfield,WR,ARI,vs DEN,30,20.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Jalen Tolliver,WR,ARI,vs DEN,30,20.50,4500,0,0,,,0.00,0.00,100,,0,0,,
DaeSean Hamilton,WR,DEN,@ ARI,11,21.50,4500,0,4.2,,2.0,0.00,0.00,100,,0,0,,
River Cracraft,WR,DEN,@ ARI,11,21.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Chargers,DST,LAC,vs TEN,31,0.00,4500,2.2,17.2,10.3,5.7,8.18,8.18,100,,14,1.8,5.00,1.1
David Fluellen,RB,TEN,@ LAC,13,0.00,4500,0,1.1,0.5,,0.00,0.00,100,,0,0,0.20,0
Geremy Davis,WR,LAC,vs TEN,19,0.00,4500,0,1.2,,,0.00,0.00,100,,0,0,,
Darius Jennings,WR,TEN,@ LAC,28,0.00,4500,0,4.1,,1.9,0.00,0.00,100,,23,0,0.00,
Derek Watt,RB,LAC,vs TEN,28,0.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Andre Patton,WR,LAC,vs TEN,19,0.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Dylan Cantrell,WR,LAC,vs TEN,19,0.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Justin Jackson,RB,LAC,vs TEN,28,0.00,4500,2.6,2.6,,1.7,2.55,2.55,100,,0,0.6,1.90,0.4
J.J. Jones,WR,LAC,vs TEN,19,0.00,4500,0,1.4,,-0.7,0.00,0.00,100,,0,0,,
Detrez Newsome,RB,LAC,vs TEN,28,0.00,4500,0,0,,0.0,0.00,0.00,100,,0,0,,
Cameron Batson,WR,TEN,@ LAC,28,0.00,4500,0,0,,0.0,0.00,0.00,100,,0,0,0.50,0.1
Dalyn Dawkins,RB,TEN,@ LAC,13,0.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Benny Cunningham,RB,CHI,vs NE,3,23.75,4500,0,5.7,3.6,0.6,0.00,0.00,100,,3,0,0.00,
James Develin,RB,NE,@ CHI,22,25.75,4500,0,2.1,1.2,1.1,0.00,0.00,100,,0,0,0.00,
Josh Bellamy,WR,CHI,vs NE,6,23.75,4500,0,5.9,6.2,3.4,0.00,0.00,100,,9,0,0.00,
Matt Slater,WR,NE,@ CHI,21,25.75,4500,0,1.1,,,0.00,0.00,100,,0,0,,
Kevin White,WR,CHI,vs NE,6,23.75,4500,0,4.1,1.6,,0.00,0.00,100,,56,0,7.40,1.6
Kenjon Barner,RB,NE,@ CHI,22,25.75,4500,0,3.9,1.2,1.4,0.00,0.00,100,,0,0,3.60,0.8
Michael Burton,RB,CHI,vs NE,3,23.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Riley McCarron,WR,NE,@ CHI,21,25.75,4500,0,0,,-2.0,0.00,0.00,100,,0,0,,
Tanner Gentry,WR,CHI,vs NE,6,23.75,4500,0,2.3,1.3,,0.00,0.00,100,,0,0,,
Taquan Mizzell,RB,CHI,vs NE,3,23.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Javon Wims,WR,CHI,vs NE,6,23.75,4500,0,0,,0.0,0.00,0.00,100,,0,0,,
Ryan Nall,RB,CHI,vs NE,3,23.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Ralph Webb,RB,NE,@ CHI,22,25.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Andre Holmes,WR,BUF,@ IND,5,18.25,4500,0,11.4,3.7,1.8,3.48,3.48,100,,0,0.8,1.80,0.4
Patrick DiMarco,RB,BUF,@ IND,14,18.25,4500,0,0,,2.9,0.00,0.00,100,,0,0,,
Robert Turbin,RB,IND,vs BUF,26,25.25,4500,0,5.6,3.6,-0.1,0.00,0.00,100,,14,0,,
Marcus Murphy,RB,BUF,@ IND,14,18.25,4500,0,3.2,5.8,2.9,0.00,0.00,100,,0,0,9.50,2.1
Taiwan Jones,RB,BUF,@ IND,14,18.25,4500,0,1.2,0.8,0.0,0.00,0.00,100,,0,0,,
Hunter Sharp,WR,BUF,@ IND,5,18.25,4500,0,6.5,4.6,,0.00,0.00,100,,7,0,,
Keith Ford,RB,BUF,@ IND,14,18.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Robert Foster,WR,BUF,@ IND,5,18.25,4500,0,2.6,,1.0,0.00,0.00,100,,0,0,,
Ray-Ray McCloud,WR,BUF,@ IND,5,18.25,4500,1.2,3.5,,0.2,2.11,2.11,100,,0,0.5,,
Cam Phillips,WR,BUF,@ IND,5,18.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Steve Ishmael,WR,IND,vs BUF,3,25.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Reece Fountain,WR,IND,vs BUF,3,25.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Niles Paul,TE,JAC,vs HOU,14,22.25,4500,0,6,1.5,2.9,0.00,0.00,100,,0,0,,
Ryan Griffin,TE,HOU,@ JAC,9,19.25,4500,0,5.7,5.1,3.2,0.00,0.00,100,,12,0,,
Tommy Bohanon,RB,JAC,vs HOU,4,22.25,4500,0,0.8,,0.5,0.00,0.00,100,,0,0,1.00,0.2
Rashad Greene,WR,JAC,vs HOU,29,22.25,4500,0,5.4,,,0.00,0.00,100,,0,0,1.30,0.3
Sammie Coates,WR,HOU,@ JAC,10,19.25,4500,0,9.3,2.0,0.9,0.00,0.00,100,,0,0,,
Tyler Ervin,RB,HOU,@ JAC,30,19.25,4500,0,2,2.3,0.3,0.00,0.00,100,,0,0,2.40,0.5
Jaydon Mickens,WR,JAC,vs HOU,29,22.25,4500,0,7.2,2.1,0.0,0.00,0.00,100,,0,0,,
Malachi Dupre,WR,HOU,@ JAC,10,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Isaac Whitney,WR,HOU,@ JAC,10,19.25,4500,0,0,0.0,,0.00,0.00,100,,0,0,,
Buddy Howell,RB,HOU,@ JAC,30,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Bo Scarbrough,RB,JAC,vs HOU,4,22.25,4500,0,0,,,0.00,0.00,100,,0,0,,
David Williams,RB,JAC,vs HOU,4,22.25,4500,0,0,,,0.00,0.00,100,,0,0,0.20,0
Vyncint Smith,WR,HOU,@ JAC,10,19.25,4500,0,2.4,,1.7,0.00,0.00,100,,0,0,,
Jester Weah,WR,HOU,@ JAC,10,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Allen Lazard,WR,JAC,vs HOU,29,22.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Luke Willson,TE,DET,@ MIA,1,25.00,4500,0,9.4,3.6,1.2,2.37,2.37,100,,0,0.5,1.80,0.4
Senorise Perry,RB,MIA,vs DET,1,22.00,4500,0,1.1,0.8,0.0,0.00,0.00,100,,0,0,,
Nick O'Leary,TE,MIA,vs DET,25,22.00,4500,0,7.7,4.0,12.9,3.01,3.01,100,,3,0.7,3.30,0.7
TJ Jones,WR,DET,@ MIA,8,25.00,4500,0,7.2,4.8,1.0,2.12,2.12,100,,0,0.5,3.10,0.7
Ameer Abdullah,RB,DET,@ MIA,19,25.00,4500,0,9.6,8.0,0.0,2.25,2.25,100,,33,0.5,1.80,0.4
Leonte Carroo,WR,MIA,vs DET,17,22.00,4500,0,4.7,2.6,,0.00,0.00,100,,0,0,,
Isaiah Ford,WR,MIA,vs DET,17,22.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Nick Bellore,RB,DET,@ MIA,19,25.00,4500,0,0,0.0,,0.00,0.00,100,,0,0,,
Kalen Ballage,RB,MIA,vs DET,1,22.00,4500,0,0,,0.3,0.00,0.00,100,,0,0,,
Chris Lacy,WR,DET,@ MIA,8,25.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Brandon Powell,WR,DET,@ MIA,8,25.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Andre Roberts,WR,NYJ,vs MIN,26,21.00,4500,0.4,8.1,0.0,1.2,3.47,3.47,100,,0,0.8,3.10,0.7
Charone Peake,WR,NYJ,vs MIN,26,21.00,4500,0,2.7,0.8,,0.00,0.00,100,,25,0,0.00,
C.J. Ham,RB,MIN,@ NYJ,10,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
ArDarius Stewart,WR,NYJ,vs MIN,26,21.00,4500,0,2.3,1.2,,0.00,0.00,100,,0,0,,
Jeff Badet,WR,MIN,@ NYJ,18,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Chad Beebe,WR,MIN,@ NYJ,18,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Mike Boone,RB,MIN,@ NYJ,10,24.00,4500,1.8,3.8,,1.1,2.55,2.55,100,,27,0.6,0.40,0.1
Roc Thomas,RB,MIN,@ NYJ,10,24.00,4500,0.3,2.8,,0.6,1.33,1.33,100,,0,0.3,2.30,0.5
Brandon Zylstra,WR,MIN,@ NYJ,18,24.00,4500,0,0,,0.0,0.00,0.00,100,,0,0,2.80,0.6
Trenton Cannon,RB,NYJ,vs MIN,17,21.00,4500,0,0,,2.6,0.00,0.00,100,,0,0,9.30,2.1
Deontay Burnett,WR,NYJ,vs MIN,26,21.00,4500,0,0,,,0.00,0.00,100,,0,0,1.40,0.3
Darren Sproles,RB,PHI,vs CAR,21,25.00,4500,0,8.3,5.0,5.2,0.00,0.00,100,,36,0,,
Kamar Aiken,WR,PHI,vs CAR,7,25.00,4500,0,7.7,1.6,4.2,0.00,0.00,100,,0,0,,
DeAndrew White,WR,CAR,@ PHI,31,20.00,4500,0,2.1,1.5,,0.00,0.00,100,,0,0,,
DeAndre Carter,WR,PHI,vs CAR,7,25.00,4500,0,1.2,,0.8,0.00,0.00,100,,0,0,0.00,
Damiere Byrd,WR,CAR,@ PHI,31,20.00,4500,0,7.5,4.3,0.0,0.00,0.00,100,,0,0,1.30,0.3
Cameron Artis-Payne,RB,CAR,@ PHI,18,20.00,4500,0,9,3.2,,0.00,0.00,100,,0,0,,
Braxton Miller,WR,PHI,vs CAR,7,25.00,4500,0,4.7,3.2,,0.00,0.00,100,,0,0,,
Mose Frazier,WR,CAR,@ PHI,31,20.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Alex Armah,RB,CAR,@ PHI,18,20.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Shelton Gibson,WR,PHI,vs CAR,7,25.00,4500,0,3.3,2.1,1.8,0.00,0.00,100,,0,0,,
Reggie Bonnafon,RB,CAR,@ PHI,18,20.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Dorren Miller,WR,PHI,vs CAR,7,25.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Josh Adams,RB,PHI,vs CAR,21,25.00,4500,0,2.4,,1.5,0.00,0.00,100,,0,0,1.70,0.4
Jacquizz Rodgers,RB,TB,vs CLE,27,27.75,4500,0,6.8,2.8,1.7,0.00,0.00,100,,0,0,2.40,0.5
Rod Streater,WR,CLE,@ TB,13,24.75,4500,0,6.8,,-1.1,0.00,0.00,100,,0,0,,
Dare Ogunbowale,RB,TB,vs CLE,27,27.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Bobo Wilson,WR,TB,vs CLE,9,27.75,4500,0,5.6,3.0,,0.00,0.00,100,,0,0,,
Dontrell Hilliard,RB,CLE,@ TB,20,24.75,4500,0,0,,0.0,0.00,0.00,100,,0,0,0.00,
Da'Mari Scott,WR,CLE,@ TB,13,24.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Derrick Willies,WR,CLE,@ TB,13,24.75,4500,0,0,,7.6,0.00,0.00,100,,0,0,,
Justin Watson,WR,TB,vs CLE,9,27.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Shaun Wilson,RB,TB,vs CLE,27,27.75,4500,0,0.9,,1.1,0.00,0.00,100,,45,0,,
Brandon Tate,WR,NO,@ BAL,25,23.25,4500,0,4.1,1.2,0.0,0.00,0.00,100,,0,0,,
Zach Line,RB,NO,@ BAL,6,23.25,4500,0,4.8,,2.1,0.00,0.00,100,,0,0,0.00,
Chris Moore,WR,BAL,vs NO,16,26.25,4500,0,6.8,4.2,2.2,2.33,2.33,100,,0,0.5,2.80,0.6
Dwayne Washington,RB,NO,@ BAL,6,23.25,4500,0,3,1.4,0.2,0.00,0.00,100,,33,0,,
Austin Carr,WR,NO,@ BAL,25,23.25,4500,2.3,5.5,,2.2,3.57,3.57,100,,41,0.8,,
Tim White,WR,BAL,vs NO,16,26.25,4500,0,1.4,,0.6,0.00,0.00,100,,0,0,,
Patrick Ricard,RB,BAL,vs NO,31,26.25,4500,0,0,0.0,,0.00,0.00,100,,0,0,,
Jordan Lasley,WR,BAL,vs NO,16,26.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Janarion Grant,WR,BAL,vs NO,16,26.25,4500,0,0,,0.0,0.00,0.00,100,,0,0,,
De'Lance Turner,RB,BAL,vs NO,31,26.25,4500,0,0.5,,1.6,0.00,0.00,100,,0,0,,
Gus Edwards,RB,BAL,vs NO,31,26.25,4500,0,0,,4.2,0.00,0.00,100,,0,0,0.00,
Christopher Ezeala,RB,BAL,vs NO,31,26.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Keith Kirkwood,WR,NO,@ BAL,25,23.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Boston Scott,RB,NO,@ BAL,6,23.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Brian Quick,WR,WAS,vs DAL,14,19.75,4500,0,10.6,2.1,1.7,2.49,2.49,100,,0,0.6,,
Jamize Olawale,RB,DAL,@ WAS,15,20.75,4500,0,0.6,,0.8,0.00,0.00,100,,50,0,,
Michael Floyd,WR,WAS,vs DAL,14,19.75,4500,0,13,1.2,0.0,2.69,2.69,100,,0,0.6,2.50,0.6
Terrance Williams,WR,DAL,@ WAS,24,20.75,4500,0,8.3,5.3,1.4,0.00,0.00,100,,25,0,,
Kapri Bibbs,RB,WAS,vs DAL,32,19.75,4500,0,11.7,11.2,3.1,4.03,4.03,100,,0,0.9,13.60,3
Darius Jackson,RB,DAL,@ WAS,15,20.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Rico Gathers,TE,DAL,@ WAS,28,20.75,4500,0.8,4.5,,1.4,2.27,2.27,100,,0,0.5,0.00,
Maurice Harris,WR,WAS,vs DAL,14,19.75,4500,1.5,9.8,3.6,4.8,4.83,4.83,100,,0,1.1,3.70,0.8
Lance Lenoir,WR,DAL,@ WAS,24,20.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Samaje Perine,RB,WAS,vs DAL,32,19.75,4500,0,7.8,7.5,0.5,0.00,0.00,100,,26,0,0.20,0
Jehu Chesson,WR,WAS,vs DAL,14,19.75,4500,0,1.1,0.9,0.0,0.00,0.00,100,,0,0,,
Jordan Chunn,RB,DAL,@ WAS,15,20.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Simmie Cobbs,WR,WAS,vs DAL,14,19.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Darvin Kidsy,WR,WAS,vs DAL,14,19.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Garrett Celek,TE,SF,vs LAR,8,21.75,4500,0,6.3,5.2,3.5,0.00,0.00,100,,13,0,0.00,
Nick Williams,WR,LAR,@ SF,4,29.75,4500,0,4.4,2.3,0.0,0.00,0.00,100,,0,0,2.70,0.6
Trent Taylor,WR,SF,vs LAR,20,21.75,4500,0,6,5.0,5.3,0.00,0.00,100,,22,0,1.10,0.2
Victor Bolden Jr.,WR,SF,vs LAR,20,21.75,4500,0,0.8,0.0,1.5,0.00,0.00,100,,0,0,,
Kendrick Bourne,WR,SF,vs LAR,20,21.75,4500,0,7.8,3.4,4.8,2.89,2.89,100,,15,0.6,0.00,
JoJo Natson Jr.,WR,LAR,@ SF,4,29.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Justin Davis,RB,LAR,@ SF,9,29.75,4500,0,0,0.1,,0.00,0.00,100,,0,0,,
Gerald Everett,TE,LAR,@ SF,17,29.75,4500,1.1,8.3,3.2,2.4,3.97,3.97,100,,3,0.9,0.00,
John Kelly,RB,LAR,@ SF,9,29.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Steven Mitchell,WR,LAR,@ SF,4,29.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Steven Dunbar,WR,SF,vs LAR,20,21.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Richie James,WR,SF,vs LAR,20,21.75,4500,0,0.9,,0.6,0.00,0.00,100,,0,0,0.00,
