Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,2017 Avg,2018 Avg,FC Proj,My Proj,Exp.,Used,Con.,Value,Actual Score,Actual Val
Isaiah Ford,WR,MIA,@ GB,19,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Kalen Ballage,RB,MIA,@ GB,11,19.25,4500,0,1.4,,0.9,0.00,0.00,100,,0,0,1.10,0.2
J'Mon Moore,WR,GB,vs MIA,27,29.25,4500,3.8,3.8,,1.5,3.84,3.84,100,,0,0.9,,
Equanimeous St. Brown,WR,GB,vs MIA,27,29.25,4500,2.3,11.3,,4.5,5.88,5.88,100,,20,1.3,1.30,0.3
Lavon Coleman,RB,GB,vs MIA,27,29.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Brandon Marshall,WR,SEA,@ LAR,21,21.00,4500,0,12.3,1.4,4.2,0.00,0.00,100,,10,0,,
Marcus Lucas,WR,SEA,@ LAR,21,21.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Tre Madden,RB,SEA,@ LAR,8,21.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Keenan Reynolds,WR,SEA,@ LAR,21,21.00,4500,0,0,,,0.00,0.00,100,,0,0,,
JoJo Natson Jr.,WR,LAR,vs SEA,1,30.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Justin Davis,RB,LAR,vs SEA,7,30.00,4500,0,0,0.1,,0.00,0.00,100,,0,0,,
Gerald Everett,TE,LAR,vs SEA,8,30.00,4500,1.6,9.1,3.2,2.9,4.60,4.60,100,,3,1,8.50,1.9
Khadarel Hodge,WR,LAR,vs SEA,1,30.00,4500,0,0,,1.9,0.00,0.00,100,,0,0,,
John Kelly,RB,LAR,vs SEA,7,30.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Caleb Scott,WR,SEA,@ LAR,21,21.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Malik Turner,WR,SEA,@ LAR,21,21.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Darren Sproles,RB,PHI,vs DAL,23,26.25,4500,0,8.3,5.0,5.2,0.00,0.00,100,,36,0,,
Jamize Olawale,RB,DAL,@ PHI,19,19.25,4500,0,0.6,,0.8,0.00,0.00,100,,50,0,,
Kamar Aiken,WR,PHI,vs DAL,14,26.25,4500,0,7.7,1.6,4.2,0.00,0.00,100,,0,0,,
Markus Wheaton,WR,PHI,vs DAL,14,26.25,4500,0.1,14.9,0.9,,6.00,6.00,100,,2,1.3,,
Terrance Williams,WR,DAL,@ PHI,29,19.25,4500,0,8.3,5.3,1.4,0.00,0.00,100,,25,0,,
Eagles,DST,PHI,vs DAL,3,19.25,4500,6.5,24.3,10.6,5.8,13.62,13.62,100,,22,3,4.00,0.9
Dres Anderson,WR,DAL,@ PHI,29,19.25,4500,6,6,,,6.00,6.00,100,,0,1.3,,
DeAndre Carter,WR,PHI,vs DAL,14,26.25,4500,0,1.1,,0.5,0.00,0.00,100,,0,0,,
Trey Williams,RB,DAL,@ PHI,19,19.25,4500,6,6,,,6.00,6.00,100,,0,1.3,,
Matt Jones,RB,PHI,vs DAL,23,26.25,4500,0,18,0.7,,6.00,6.00,100,,1,1.3,,
Braxton Miller,WR,PHI,vs DAL,14,26.25,4500,0,4.7,3.2,,0.00,0.00,100,,0,0,,
Mekale McKay,WR,DAL,@ PHI,29,19.25,4500,6,6,,,6.00,6.00,100,,0,1.3,,
Darius Jackson,RB,DAL,@ PHI,19,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Rico Gathers,TE,DAL,@ PHI,7,19.25,4500,0,3.5,,1.1,1.20,1.20,100,,0,0.3,,
Bryce Treggs,WR,PHI,vs DAL,14,26.25,4500,3.7,9.5,1.5,,6.00,6.00,100,,0,1.3,,
Lance Lenoir,WR,DAL,@ PHI,29,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Reggie Davis,WR,DAL,@ PHI,29,19.25,4500,6,6,,,6.00,6.00,100,,0,1.3,,
Shelton Gibson,WR,PHI,vs DAL,14,26.25,4500,0,3.3,2.1,1.8,0.00,0.00,100,,0,0,,
Greg Ward Jr.,WR,PHI,vs DAL,14,26.25,4500,6,6,,,6.00,6.00,100,,0,1.3,,
Donnel Pumphrey,RB,PHI,vs DAL,23,26.25,4500,0,0,,,0.00,0.00,100,,0,0,,
K.D. Cannon,WR,DAL,@ PHI,29,19.25,4500,6,6,,,6.00,6.00,100,,0,1.3,,
Rashard Davis,WR,PHI,vs DAL,14,26.25,4500,6,6,,,6.00,6.00,100,,0,1.3,,
Jordan Chunn,RB,DAL,@ PHI,19,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Ricky Jeune,WR,DAL,@ PHI,29,19.25,4500,6,6,,,6.00,6.00,100,,0,1.3,,
Marchie Murdock,WR,DAL,@ PHI,29,19.25,4500,6,6,,,6.00,6.00,100,,0,1.3,,
Dorren Miller,WR,PHI,vs DAL,14,26.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Josh Adams,RB,PHI,vs DAL,23,26.25,4500,1.2,8,,3.0,3.93,3.93,100,,10,0.9,4.70,1
Anthony Mahoungou,WR,PHI,vs DAL,14,26.25,4500,6,6,,,6.00,6.00,100,,0,1.3,,
Tim Wilson,WR,PHI,vs DAL,14,26.25,4500,6,6,,,6.00,6.00,100,,0,1.3,,
Cody Latimer,WR,NYG,@ SF,8,21.00,4500,0,5.3,4.7,3.5,0.00,0.00,100,,0,0,,
Russell Shepard,WR,NYG,@ SF,8,21.00,4500,0,5.3,2.8,2.7,0.00,0.00,100,,0,0,,
49ers,DST,SF,vs NYG,8,21.00,4500,6,18.2,5.1,4.2,10.86,10.86,100,,4,2.4,1.00,0.2
Garrett Celek,TE,SF,vs NYG,14,24.00,4500,0,6.3,5.2,2.6,0.00,0.00,100,,11,0,,
Kaelin Clay,WR,NYG,@ SF,8,21.00,4500,3.6,9.6,1.6,-1.0,6.00,6.00,100,,0,1.3,,
Elijhaa Penny,RB,NYG,@ SF,9,21.00,4500,0,4.8,4.3,0.2,0.00,0.00,100,,16,0,2.20,0.5
Jhurell Pressley,RB,NYG,@ SF,9,21.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Max McCaffrey,WR,SF,vs NYG,23,24.00,4500,5.6,6.6,0.5,,6.00,6.00,100,,0,1.3,,
Marquis Bundy,WR,NYG,@ SF,8,21.00,4500,6,6,0.0,,6.00,6.00,100,,0,1.3,,
Alonzo Russell,WR,NYG,@ SF,8,21.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Kalif Raymond,WR,NYG,@ SF,8,21.00,4500,0,1.4,-0.1,,0.00,0.00,100,,0,0,,
Aaron Burbridge,WR,SF,vs NYG,23,24.00,4500,4.5,8.3,,,6.00,6.00,100,,0,1.3,,
Amba Etta-Tawo,WR,NYG,@ SF,8,21.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Stacy Coley,WR,NYG,@ SF,8,21.00,4500,0,0,0.0,0.0,0.00,0.00,100,,0,0,,
Matthew Dayes,RB,SF,vs NYG,15,24.00,4500,5.1,7.4,0.6,,6.00,6.00,100,,0,1.3,,
Joe Williams,RB,SF,vs NYG,15,24.00,4500,6,6,,,6.00,6.00,100,,0,1.3,,
Trent Taylor,WR,SF,vs NYG,23,24.00,4500,0,9.2,5.0,4.1,3.16,3.16,100,,15,0.7,1.70,0.4
Victor Bolden Jr.,WR,SF,vs NYG,23,24.00,4500,0,0.8,0.0,1.5,0.00,0.00,100,,0,0,,
Jawill Davis,WR,NYG,@ SF,8,21.00,4500,0,2.6,,1.2,0.00,0.00,100,,0,0,,
Garrett Dickerson,TE,NYG,@ SF,30,21.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Robert Martin,RB,NYG,@ SF,9,21.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Quadree Henderson,WR,NYG,@ SF,8,21.00,4500,0,0,,0.0,0.00,0.00,100,,0,0,0.00,
Steven Dunbar,WR,SF,vs NYG,23,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Jeff Wilson,RB,SF,vs NYG,15,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Mo Alie-Cox,TE,IND,vs JAC,10,25.50,4400,0,7.3,,4.1,2.75,2.75,100,,27,0.6,9.80,2.2
Luke Willson,TE,DET,@ CHI,17,19.00,4400,0.2,11.7,3.6,1.9,4.80,4.80,100,,0,1.1,,
Jermaine Gresham,TE,ARI,@ KC,3,16.75,4400,0.1,9.8,4.3,2.0,3.95,3.95,100,,15,0.9,,
Cameron Brate,TE,TB,vs WAS,24,27.00,4400,0.5,14.5,7.4,5.1,6.12,6.12,100,,20,1.4,1.90,0.4
Luke Stocker,TE,TEN,vs NE,26,20.25,4400,0.6,7.1,2.8,3.0,3.21,3.21,100,,0,0.7,,
Mike Gesicki,TE,MIA,@ GB,5,19.25,4400,1.8,6.6,,2.8,3.71,3.71,100,,32,0.8,1.00,0.2
Rhett Ellison,TE,NYG,@ SF,30,21.00,4400,0,4.4,4.0,3.7,0.00,0.00,100,,0,0,1.10,0.3
Josh Hill,TE,NO,@ CIN,2,29.75,4300,0.2,10,3.4,4.1,4.11,4.11,100,,0,1,,
Seth DeValve,TE,CLE,vs ATL,12,22.50,4300,0,6.5,3.8,4.3,2.25,2.25,100,,26,0.5,,
Antony Auclair,TE,TB,vs WAS,24,27.00,4300,0,1.1,1.8,1.8,0.00,0.00,100,,61,0,,
Virgil Green,TE,LAC,@ OAK,32,30.25,4300,1.4,8.6,2.9,3.5,4.28,4.28,100,,6,1,4.00,0.9
Lance Kendricks,TE,GB,vs MIA,20,29.25,4300,0,7.4,3.2,2.3,1.73,1.73,100,,5,0.4,3.40,0.8
Will Dissly,TE,SEA,@ LAR,4,21.00,4300,0,11,,7.9,0.00,0.00,100,,8,0,,
Xavier Grimble,TE,PIT,vs CAR,22,27.00,4200,0,4.2,1.5,2.0,0.00,0.00,100,,0,0,,
Dwayne Allen,TE,NE,@ TEN,31,26.25,4200,0,10.6,1.6,1.4,2.23,2.23,100,,0,0.5,1.50,0.4
Patriots,DST,NE,@ TEN,27,20.25,4200,5.1,18.1,7.3,8.2,10.31,10.31,100,,33,2.5,1.00,0.2
Jonnu Smith,TE,TEN,vs NE,26,20.25,4200,0.9,8.6,2.7,2.5,3.96,3.96,100,,0,0.9,12.00,2.9
Tyler Higbee,TE,LAR,vs SEA,8,30.00,4200,0.5,7.5,3.3,3.0,3.27,3.27,100,,0,0.8,10.00,2.4
Ian Thomas,TE,CAR,@ PIT,21,24.00,4100,0,2.1,,2.8,0.00,0.00,100,,50,0,,
Darren Fells,TE,CLE,vs ATL,12,22.50,4100,0,6,3.2,3.6,0.00,0.00,100,,0,0,,
Jaguars,DST,JAC,@ IND,14,25.50,4100,3.4,21.1,12.2,5.9,10.47,10.47,100,,3,2.6,1.00,0.2
Scott Simonson,TE,NYG,@ SF,30,21.00,4100,0,1.7,,1.0,0.00,0.00,100,,0,0,0.00,
Chris Manhertz,TE,CAR,@ PIT,21,24.00,4000,0,0.9,0.9,0.7,0.00,0.00,100,,40,0,,
Jason Vander Laan,TE,CAR,@ PIT,21,24.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Bucky Hodges,TE,PIT,vs CAR,22,27.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Trey Edmunds,TE,PIT,vs CAR,22,27.00,4000,0,7.7,3.6,,0.00,0.00,100,,0,0,,
Christian Scotland-Williamson,TE,PIT,vs CAR,22,27.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Matt Lengel,TE,CIN,vs NO,23,23.75,4000,0,5.1,,0.5,0.00,0.00,100,,0,0,,
Garrett Griffin,TE,NO,@ CIN,2,29.75,4000,0,0.6,0.5,,0.00,0.00,100,,0,0,,
Dan Arnold,TE,NO,@ CIN,2,29.75,4000,0,3.3,,2.3,0.00,0.00,100,,0,0,3.50,0.9
Mason Schreck,TE,CIN,vs NO,23,23.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Andrew Vollert,TE,CIN,vs NO,23,23.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Jordan Franks,TE,CIN,vs NO,23,23.75,4000,0,0,,3.7,0.00,0.00,100,,0,0,,
Logan Paulsen,TE,ATL,@ CLE,6,27.50,4000,0,3.5,0.0,3.8,0.00,0.00,100,,0,0,2.30,0.6
Orson Charles,TE,CLE,vs ATL,12,22.50,4000,0,2.3,2.1,0.4,0.00,0.00,100,,0,0,1.10,0.3
Alex Gray,TE,ATL,@ CLE,6,27.50,4000,0,0,,,0.00,0.00,100,,0,0,,
Eric Saubert,TE,ATL,@ CLE,6,27.50,4000,0,0.9,,0.9,0.00,0.00,100,,33,0,2.20,0.6
Pharaoh Brown,TE,CLE,vs ATL,12,22.50,4000,0,0,,,0.00,0.00,100,,0,0,,
Jaeden Graham,TE,ATL,@ CLE,6,27.50,4000,0,0,,,0.00,0.00,100,,0,0,,
Ryan Hewitt,TE,IND,vs JAC,10,25.50,4000,0,1.4,1.6,0.0,0.00,0.00,100,,18,0,,
Colts,DST,IND,vs JAC,29,22.50,4000,4.5,16.7,5.6,6.4,9.39,9.39,100,,25,2.3,4.00,1
James O'Shaughnessy,TE,JAC,@ IND,19,22.50,4000,0.9,7.1,2.0,2.4,3.37,3.37,100,,0,0.8,7.10,1.8
David Grinnage,TE,JAC,@ IND,19,22.50,4000,2.7,6.7,,3.0,4.32,4.32,100,,47,1.1,,
Dion Sims,TE,CHI,vs DET,15,26.00,4000,0,5.7,2.6,1.0,0.00,0.00,100,,0,0,,
Levine Toilolo,TE,DET,@ CHI,17,19.00,4000,0,4.4,2.6,1.3,0.00,0.00,100,,0,0,2.10,0.5
Daniel Brown,TE,CHI,vs DET,15,26.00,4000,0,3.9,2.4,,0.00,0.00,100,,16,0,,
Jerome Cunningham,TE,DET,@ CHI,17,19.00,4000,0,1.2,,,0.00,0.00,100,,53,0,,
Ben Braunecker,TE,CHI,vs DET,15,26.00,4000,0,1.5,,0.0,0.00,0.00,100,,33,0,2.50,0.6
Hakeem Valles,TE,DET,@ CHI,17,19.00,4000,0,0.8,,1.1,0.00,0.00,100,,0,0,,
Demetrius Harris,TE,KC,vs ARI,29,32.75,4000,0.5,8,2.9,4.8,3.54,3.54,100,,0,0.9,,
Gabe Holmes,TE,ARI,@ KC,3,16.75,4000,0,0,0.0,,0.00,0.00,100,,0,0,,
Alex Ellis,TE,KC,vs ARI,29,32.75,4000,0,1.2,,,0.00,0.00,100,,11,0,,
David Wells,TE,KC,vs ARI,29,32.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Deon Yelder,TE,KC,vs ARI,29,32.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Neal Sterling,TE,NYJ,vs BUF,1,22.50,4000,0,4.2,2.8,1.9,0.00,0.00,100,,0,0,,
Khari Lee,TE,BUF,@ NYJ,18,15.50,4000,0,0.8,,1.0,0.00,0.00,100,,0,0,,
Eric Tomlinson,TE,NYJ,vs BUF,1,22.50,4000,0,4.5,2.8,1.6,1.38,1.38,100,,9,0.3,0.00,
Jason Croom,TE,BUF,@ NYJ,18,15.50,4000,1.6,7.6,,3.0,4.02,4.02,100,,20,1,0.00,
Jordan Leggett,TE,NYJ,vs BUF,1,22.50,4000,0,5.8,,1.9,1.19,1.19,100,,0,0.3,1.10,0.3
Alan Cross,TE,TB,vs WAS,24,27.00,4000,0,2.4,1.7,0.4,0.00,0.00,100,,0,0,,
J.P. Holtz,TE,WAS,@ TB,11,24.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Jeremy Sprinkle,TE,WAS,@ TB,11,24.00,4000,0,4.2,2.8,0.0,0.00,0.00,100,,0,0,0.00,
Tanner Hudson,TE,TB,vs WAS,24,27.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Matt Flanagan,TE,WAS,@ TB,11,24.00,4000,0,0,,,0.00,0.00,100,,0,0,,
MyCole Pruitt,TE,TEN,vs NE,26,20.25,4000,0,2,,,0.00,0.00,100,,13,0,,
Stephen Anderson,TE,NE,@ TEN,31,26.25,4000,0,5.3,3.8,,0.00,0.00,100,,0,0,,
Jacob Hollister,TE,NE,@ TEN,31,26.25,4000,0.8,4.3,0.7,5.0,2.20,2.20,100,,0,0.6,2.20,0.6
Anthony Firkser,TE,TEN,vs NE,26,20.25,4000,0,0,,3.5,0.00,0.00,100,,0,0,1.60,0.4
Derek Carrier,TE,OAK,vs LAC,9,20.25,4000,0,2.9,1.2,1.3,0.00,0.00,100,,0,0,1.00,0.3
Lee Smith,TE,OAK,vs LAC,9,20.25,4000,0,2.7,1.9,3.8,0.00,0.00,100,,10,0,,
Vince Mayle,TE,LAC,@ OAK,32,30.25,4000,0,3.8,1.6,,0.00,0.00,100,,0,0,,
Sean Culkin,TE,LAC,@ OAK,32,30.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Paul Butler,TE,OAK,vs LAC,9,20.25,4000,0,0,,,0.00,0.00,100,,0,0,,
AJ Derby,TE,MIA,@ GB,5,19.25,4000,0,5.9,4.1,5.3,0.00,0.00,100,,5,0,1.80,0.5
Robert Tonyan,TE,GB,vs MIA,20,29.25,4000,0,0,,0.0,0.00,0.00,100,,0,0,,
Durham Smythe,TE,MIA,@ GB,5,19.25,4000,0,0,,0.0,0.00,0.00,100,,0,0,,
Henry Krieger-Coble,TE,LAR,vs SEA,8,30.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Darrell Daniels,TE,SEA,@ LAR,4,21.00,4000,0,1.1,0.7,0.0,0.00,0.00,100,,0,0,,
Johnny Mundt,TE,LAR,vs SEA,8,30.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Anthony Denham,TE,PHI,vs DAL,27,26.25,4000,6,6,,,6.00,6.00,100,,0,1.5,,
Gannon Sinclair,TE,PHI,vs DAL,27,26.25,4000,6,6,,,6.00,6.00,100,,0,1.5,,
Joshua Perkins,TE,PHI,vs DAL,27,26.25,4000,0,6.2,,3.1,0.00,0.00,100,,0,0,0.00,
Blake Jarwin,TE,DAL,@ PHI,7,19.25,4000,0,1.7,,0.9,0.00,0.00,100,,0,0,,
Adam Zaruba,TE,PHI,vs DAL,27,26.25,4000,6,6,,,6.00,6.00,100,,0,1.5,,
Billy Brown,TE,PHI,vs DAL,27,26.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Dalton Schultz,TE,DAL,@ PHI,7,19.25,4000,1.5,1.5,,1.7,1.50,1.50,100,,0,0.4,3.10,0.8
Wes Saxton,TE,SF,vs NYG,14,24.00,4000,6,6,,,6.00,6.00,100,,0,1.5,,
Malcolm Johnson,TE,SF,vs NYG,14,24.00,4000,6,6,,,6.00,6.00,100,,0,1.5,,
Ryan O'Malley,TE,NYG,@ SF,30,21.00,4000,6,6,,,6.00,6.00,100,,0,1.5,,
Cole Wick,TE,SF,vs NYG,14,24.00,4000,0,1.2,,0.0,0.00,0.00,100,,0,0,,
Shane Smith,TE,NYG,@ SF,30,21.00,4000,6,6,,,6.00,6.00,100,,0,1.5,,
Ross Dwelley,TE,SF,vs NYG,14,24.00,4000,0,0,,1.3,0.00,0.00,100,,0,0,,
Packers,DST,GB,vs MIA,11,19.25,3900,4.6,20.1,5.9,6.8,10.75,10.75,100,,13,2.8,14.00,3.6
Rams,DST,LAR,vs SEA,5,21.00,3900,2.6,21.1,9.5,9.2,10.00,10.00,100,,12,2.6,5.00,1.3
Falcons,DST,ATL,@ CLE,30,22.50,3800,3.9,18.1,7.2,3.1,9.57,9.57,100,,8,2.5,1.00,0.3
Cowboys,DST,DAL,@ PHI,2,26.25,3800,5.7,18.2,7.2,6.1,10.69,10.69,100,,18,2.8,5.00,1.3
Bills,DST,BUF,@ NYJ,22,22.50,3700,4.7,19.7,6.4,5.4,10.68,10.68,100,,13,2.9,11.00,3
Giants,DST,NYG,@ SF,28,24.00,3600,5.1,21.1,5.9,3.0,11.47,11.47,100,,2,3.2,4.00,1.1
Steelers,DST,PIT,vs CAR,20,24.00,3400,2,16.5,7.9,7.6,7.79,7.79,100,,24,2.3,15.00,4.4
Panthers,DST,CAR,@ PIT,6,27.00,3400,0.1,17.6,8.2,7.0,7.14,7.14,100,,18,2.1,-3.00,
Redskins,DST,WAS,@ TB,31,27.00,3400,5.3,16.8,7.0,7.6,9.87,9.87,100,,27,2.9,17.00,5
Lions,DST,DET,@ CHI,25,26.00,3300,3.7,16.9,9.8,5.5,8.95,8.95,100,,25,2.7,0.00,
Buccaneers,DST,TB,vs WAS,32,24.00,3300,1.9,16.6,6.9,2.0,7.79,7.79,100,,9,2.4,4.00,1.2
Bengals,DST,CIN,vs NO,15,29.75,3200,2.4,15.4,6.4,7.1,7.58,7.58,100,,24,2.4,-4.00,
Saints,DST,NO,@ CIN,18,23.75,3200,2.2,17.4,8.8,4.1,8.27,8.27,100,,0,2.6,9.00,2.8
Dolphins,DST,MIA,@ GB,1,29.25,3200,0.5,19.3,5.8,8.2,8.00,8.00,100,,0,2.5,5.00,1.6
Seahawks,DST,SEA,@ LAR,10,30.00,3100,2.4,16.4,8.9,7.9,7.99,7.99,100,,34,2.6,-2.00,
Browns,DST,CLE,vs ATL,12,27.50,3000,2.7,15.2,4.8,7.1,7.69,7.69,100,,9,2.6,7.00,2.3
Titans,DST,TEN,vs NE,7,26.25,3000,2.5,13.5,6.1,7.3,6.94,6.94,100,,21,2.3,7.00,2.3
Raiders,DST,OAK,vs LAC,9,30.25,3000,1,11.2,4.4,1.9,5.07,5.07,100,,13,1.7,4.00,1.3
Cardinals,DST,ARI,@ KC,16,32.75,2500,1.1,19.1,6.9,6.9,8.27,8.27,100,,14,3.3,5.00,2
